Month,Station,Depth,DO,Salinity,Temperature,depth_m,is_bottom,Temp_surface,Strat_index,DO_class,is_summer,is_hypoxic,month_sin,month_cos,cluster
12,18,Bottom,7.36,31.97,17.25,,True,16.83,-0.4200000000000017,Normoxic (>4),0,0,-2.4492935982947064e-16,1.0,0
12,19,Bottom,6.79,31.63,16.97,,True,16.63,-0.3399999999999998,Normoxic (>4),0,0,-2.4492935982947064e-16,1.0,0
12,20,Bottom,7.23,31.76,17.39,,True,16.65,-0.740000000000002,Normoxic (>4),0,0,-2.4492935982947064e-16,1.0,0
12,21,Bottom,6.99,31.65,17.13,,True,17.24,0.1099999999999994,Normoxic (>4),0,0,-2.4492935982947064e-16,1.0,0
12,24,Bottom,7.82,30.7,15.36,,True,15.49,0.1300000000000007,Normoxic (>4),0,0,-2.4492935982947064e-16,1.0,0
12,33,Bottom,7.16,31.59,16.46,,True,16.68,0.2199999999999988,Normoxic (>4),0,0,-2.4492935982947064e-16,1.0,0
12,34,Bottom,7.79,31.73,16.39,,True,16.43,0.0399999999999991,Normoxic (>4),0,0,-2.4492935982947064e-16,1.0,0
12,35,Bottom,7.33,31.87,16.2,,True,16.23,0.0300000000000011,Normoxic (>4),0,0,-2.4492935982947064e-16,1.0,0
12,36,Bottom,8.01,31.01,16.05,,True,15.72,-0.33,Normoxic (>4),0,0,-2.4492935982947064e-16,1.0,0
12,37,Bottom,8.01,30.79,15.5,,True,14.3,-1.1999999999999993,Normoxic (>4),0,0,-2.4492935982947064e-16,1.0,0
12,38,Bottom,7.32,31.16,15.62,,True,15.55,-0.0699999999999985,Normoxic (>4),0,0,-2.4492935982947064e-16,1.0,0
