cluster,DO,Temperature,Salinity,Strat_index,month_sin,month_cos
0,6.367166666666667,18.2135,32.583333333333336,3.449,-0.29373926088303565,-0.8230447650363306
1,5.78641975308642,21.85432098765432,31.496913580246915,0.37604938271604904,-0.6084519714916853,0.5241294157025221
2,9.085747126436782,11.510689655172417,32.7248275862069,0.3687356321839079,0.7690685671702152,0.07963451988822422
