uniqueid,zettaicode,locationna,wancode,prefectuei,watercode,renban,nendo,survey_ym,surveyyear,surveymont,surveyday,saisuipoin,saisuidept,latitude,longitude,dataflag,scale,wtemp,depth,region,year_folder,is_near_anoxic,Season,do_2,salt2,ph2,toc2,tn2,tp2,cod2,nh4n2,no2n2,no3n2,po4p2,chloroph_1,feiochin2,doc2,DO_class,is_hypoxic,decade
43278,34382,広島県382,4,34,311,382,2009,2009-06-01,2009,7,28,2,10.7,34.18333333,132.5766667,1,-1,23.0,11.7,SIS,2009,False,Summer,6.5,32.33,8.1,0.8,0.233,0.0251,1.6,0.0068,0.0294,0.016,0.0113,1.1,0.0,0.0,Normoxic (>4),False,2000
44686,34382,広島県382,4,34,311,382,2010,2010-06-01,2010,7,1,2,11.4,34.18333333,132.5766667,1,-1,20.3,12.4,SIS,2010,False,Summer,7.4,31.36,8.2,1.0,0.25,0.024,2.3,0.02,0.011,0.01,0.008,1.7,0.0,0.0,Normoxic (>4),False,2010
46308,34382,広島県382,4,34,311,382,2011,2011-06-01,2011,7,5,2,10.1,34.18333333,132.5766667,1,-1,20.8,11.1,SIS,2011,False,Summer,6.7,32.89,8.1,0.9,0.19,0.027,1.4,0.02,0.009,0.0,0.009,1.3,0.0,0.0,Normoxic (>4),False,2010
47356,34382,広島県382,4,34,311,382,2012,2012-06-01,2012,7,11,2,10.0,34.18333333,132.5766667,1,-1,20.4,11.0,SIS,2012,False,Summer,7.3,32.07,8.0,0.0,0.21,0.027,1.5,0.01,0.009,0.01,0.009,4.3,0.0,0.0,Normoxic (>4),False,2010
48458,34382,広島県382,4,34,311,382,2013,2013-06-01,2013,7,17,2,9.0,34.18333333,132.5766667,1,-1,22.5,10.0,SIS,2013,False,Summer,7.7,32.82,8.1,0.0,0.32,0.027,2.6,0.02,0.002,0.01,0.005,3.7,0.0,0.0,Normoxic (>4),False,2010
49894,34382,広島県382,4,34,311,382,2014,2014-06-01,2014,7,17,2,10.6,34.18333333,132.5766667,1,-1,21.5,11.6,SIS,2014,False,Summer,7.2,33.09,8.1,0.0,0.35,0.033,2.2,0.02,0.017,0.01,0.01,3.2,0.0,0.0,Normoxic (>4),False,2010
51529,34382,広島県382,4,34,311,382,2015,2015-06-01,2015,7,9,2,9.2,34.18333333,132.5766667,1,-1,21.5,,SIS,2015,False,Summer,7.4,32.83,8.1,0.0,0.17,0.023,1.9,0.03,0.008,0.01,0.009,3.0,0.0,0.0,Normoxic (>4),False,2010
53729,34382,広島県382,4,34,311,382,2016,2016-06-01,2016,7,12,2,10.0,34.18333333,132.5766667,1,-1,22.5,,SIS,2016,False,Summer,6.9,32.58,8.2,0.0,0.33,0.022,2.0,0.01,0.005,0.01,0.004,3.6,0.0,0.0,Normoxic (>4),False,2010
55425,34382,広島県382,4,34,311,382,2017,2017-06-01,2017,7,18,2,9.3,34.18333333,132.5766667,1,-1,22.0,,SIS,2017,False,Summer,7.3,33.11,8.1,0.0,0.19,0.031,1.9,0.01,0.005,0.01,0.007,3.7,0.0,0.0,Normoxic (>4),False,2010
57425,34382,広島県382,4,34,311,382,2018,2018-06-01,2018,7,20,2,10.0,34.18333333,132.5766667,1,-1,22.5,,SIS,2018,False,Summer,7.2,32.04,8.1,0.0,0.38,0.025,3.0,0.01,0.004,0.01,0.007,7.2,0.0,0.0,Normoxic (>4),False,2010
59235,34382,広島県382,4,34,311,382,2019,2019-06-01,2019,7,10,2,10.0,34.18333333,132.5766667,1,-1,22.0,,SIS,2019,False,Summer,7.6,33.18,8.1,0.0,0.16,0.025,2.9,0.01,0.004,0.01,0.007,2.7,0.0,0.0,Normoxic (>4),False,2010
63771,34382,広島県382,4,34,311,382,2020,2020-06-01,2020,7,29,2,9.0,34.18333333,132.5766667,1,-1,24.9,,SIS,2020,False,Summer,6.4,31.98,8.1,0.0,0.19,0.027,1.7,0.01,0.031,0.02,0.017,1.8,0.0,0.0,Normoxic (>4),False,2020
65265,34382,広島県382,4,34,311,382,2021,2021-06-01,2021,7,15,2,11.0,34.18333333,132.5766667,1,-1,23.9,,SIS,2021,False,Summer,6.7,32.57,8.0,0.0,0.21,0.027,2.6,0.01,0.022,0.01,0.011,3.0,0.0,0.0,Normoxic (>4),False,2020
66765,34382,広島県382,4,34,311,382,2022,2022-06-01,2022,7,20,2,10.0,34.18333333,132.5766667,1,-1,22.8,,SIS,2022,False,Summer,6.9,32.58,8.0,0.0,0.18,0.026,2.2,0.01,0.014,0.01,0.011,2.3,0.0,0.0,Normoxic (>4),False,2020
68257,34382,広島県382,4,34,311,382,2023,2023-06-01,2023,7,12,2,10.0,34.18333333,132.5766667,1,-1,21.3,11.0,SIS,2023,False,Summer,9.4,32.24,8.0,0.0,0.2,0.028,1.4,0.02,0.039,0.01,0.013,1.6,0.0,0.0,Normoxic (>4),False,2020
1974,34390,広島県390,4,34,312,390,1981,1981-06-01,1981,8,5,2,20.0,34.19833333,132.4991667,1,-1,20.5,25.0,SIS,1981,False,Summer,4.7,31.07,7.9,0.0,0.25,0.036,1.2,0.0074,0.0021,0.11,0.023,3.7,0.0,0.0,Normoxic (>4),False,1980
3430,34390,広島県390,4,34,312,390,1982,1982-06-01,1982,7,14,2,24.0,34.19833333,132.4991667,1,-1,19.0,29.0,SIS,1982,False,Summer,4.0,32.88,7.9,0.0,0.445,0.0468,1.3,0.0175,0.0226,0.0082,0.0375,1.4,0.0,0.0,Mod. stress (2–4),False,1980
4908,34390,広島県390,4,34,312,390,1983,1983-06-01,1983,8,2,2,19.0,34.19833333,132.4991667,1,-1,20.6,24.0,SIS,1983,False,Summer,3.3,31.61,7.8,0.0,0.27,0.0418,1.5,0.0084,0.003,0.149,0.035,0.8,0.0,0.0,Mod. stress (2–4),False,1980
6388,34390,広島県390,4,34,312,390,1984,1984-06-01,1984,7,10,2,21.0,34.19833333,132.4991667,1,-1,18.2,26.8,SIS,1984,False,Summer,4.5,32.7,7.9,0.0,0.461,0.0254,1.9,0.187,0.004,0.0105,0.0115,0.7,0.0,0.0,Normoxic (>4),False,1980
7866,34390,広島県390,4,34,312,390,1985,1985-06-01,1985,7,10,2,20.0,34.19833333,132.4991667,1,-1,17.9,25.0,SIS,1985,False,Summer,3.5,32.16,7.8,0.0,0.58,0.0364,2.0,0.14,0.0648,0.0852,0.0325,0.7,0.0,0.0,Mod. stress (2–4),False,1980
9344,34390,広島県390,4,34,312,390,1986,1986-06-01,1986,7,16,2,19.0,34.19833333,132.4991667,1,-1,18.0,24.0,SIS,1986,False,Summer,5.0,31.61,7.9,0.0,0.245,0.0193,1.8,0.0114,0.0376,0.0266,0.0135,1.5,0.0,0.0,Normoxic (>4),False,1980
10824,34390,広島県390,4,34,312,390,1987,1987-06-01,1987,7,21,2,17.0,34.19833333,132.4991667,1,-1,20.0,22.0,SIS,1987,False,Summer,4.5,31.61,7.9,0.0,0.275,0.034,1.7,0.016,0.0435,0.0461,0.0263,0.9,0.0,0.0,Normoxic (>4),False,1980
12300,34390,広島県390,4,34,312,390,1988,1988-06-01,1988,7,14,2,17.0,34.19833333,132.4991667,1,-1,19.0,22.0,SIS,1988,False,Summer,5.1,31.25,8.0,0.0,0.291,0.03,1.9,0.0467,0.0053,0.0158,0.0172,2.4,0.0,0.0,Normoxic (>4),False,1980
13774,34390,広島県390,4,34,312,390,1989,1989-06-01,1989,7,12,2,17.0,34.19833333,132.4991667,1,-1,19.3,22.0,SIS,1989,False,Summer,4.8,32.65,8.0,0.0,0.256,0.0302,1.9,0.008,0.0345,0.048,0.0191,1.0,0.0,0.0,Normoxic (>4),False,1980
15254,34390,広島県390,4,34,312,390,1990,1990-06-01,1990,7,24,2,17.0,34.19833333,132.4991667,1,-1,19.7,22.0,SIS,1990,False,Summer,3.2,31.64,7.8,0.0,0.453,0.114,1.6,0.0072,0.0039,0.131,0.0373,0.8,0.0,0.0,Mod. stress (2–4),False,1990
16734,34390,広島県390,4,34,312,390,1991,1991-06-01,1991,7,23,2,16.0,34.19833333,132.4991667,1,-1,20.0,21.0,SIS,1991,False,Summer,3.8,31.66,7.8,0.0,0.397,0.0329,1.7,0.0048,0.0044,0.146,0.0262,2.0,0.0,0.0,Mod. stress (2–4),False,1990
18214,34390,広島県390,4,34,312,390,1992,1992-06-01,1992,7,21,2,18.0,34.19833333,132.4991667,1,-1,21.2,23.0,SIS,1992,False,Summer,4.4,32.91,7.8,0.0,0.469,0.034,1.6,0.018,0.002,0.0905,0.0226,3.5,0.0,0.0,Normoxic (>4),False,1990
19694,34390,広島県390,4,34,312,390,1993,1993-06-01,1993,7,13,2,17.0,34.19833333,132.4991667,1,-1,19.3,22.0,SIS,1993,False,Summer,4.5,32.35,7.9,0.0,0.223,0.023,1.5,0.0176,0.0305,0.0169,0.0104,0.5,0.0,0.0,Normoxic (>4),False,1990
21174,34390,広島県390,4,34,312,390,1994,1994-06-01,1994,7,19,2,15.0,34.19833333,132.4991667,1,-1,21.0,21.0,SIS,1994,False,Summer,6.1,32.3,7.9,0.0,0.315,0.0295,1.8,0.0037,0.0145,0.0096,0.006,5.4,0.0,0.0,Normoxic (>4),False,1990
22650,34390,広島県390,4,34,312,390,1995,1995-06-01,1995,7,18,2,19.0,34.19833333,132.4991667,1,-1,18.8,24.0,SIS,1995,False,Summer,3.8,31.8,7.8,0.0,0.33,0.0299,2.5,0.0257,0.0233,0.234,0.0324,1.0,0.0,0.0,Mod. stress (2–4),False,1990
24110,34390,広島県390,4,34,312,390,1996,1996-06-01,1996,7,23,2,20.0,34.19833333,132.4991667,1,-1,19.0,25.0,SIS,1996,False,Summer,3.9,32.6,8.1,0.0,0.262,0.0399,1.7,0.1798,0.0104,0.0327,0.0329,0.9,0.0,0.0,Mod. stress (2–4),False,1990
25590,34390,広島県390,4,34,312,390,1997,1997-06-01,1997,7,29,2,17.0,34.19833333,132.4991667,1,-1,21.0,22.0,SIS,1997,False,Summer,4.0,26.1,8.3,0.0,0.366,0.0334,2.4,0.024,0.013,0.0995,0.0256,3.0,0.0,0.0,Mod. stress (2–4),False,1990
27070,34390,広島県390,4,34,312,390,1998,1998-06-01,1998,7,22,2,17.0,34.19833333,132.4991667,1,-1,15.4,22.0,SIS,1998,False,Summer,5.0,33.3,8.1,0.0,0.24,0.0276,2.5,0.0862,0.0043,0.0919,0.0237,1.5,0.0,0.0,Normoxic (>4),False,1990
28550,34390,広島県390,4,34,312,390,1999,1999-06-01,1999,7,22,2,17.0,34.19833333,132.4991667,1,-1,18.6,22.0,SIS,1999,False,Summer,3.2,32.0,7.9,0.0,0.325,0.0382,2.0,0.041,0.0062,0.113,0.0301,0.7,0.0,0.0,Mod. stress (2–4),False,1990
30030,34390,広島県390,4,34,312,390,2000,2000-06-01,2000,8,10,2,17.0,34.19833333,132.4991667,1,-1,28.0,22.0,SIS,2000,False,Summer,2.5,32.3,7.8,0.0,0.466,0.0515,2.1,0.0682,0.0071,0.2188,0.0456,0.6,0.0,0.0,Mod. stress (2–4),False,2000
31510,34390,広島県390,4,34,312,390,2001,2001-06-01,2001,7,17,2,17.0,34.19833333,132.4991667,1,-1,19.6,22.0,SIS,2001,False,Summer,3.5,31.7,7.9,1.7,0.31,0.0314,1.7,0.0305,0.0209,0.0711,0.0226,0.6,0.0,1.6,Mod. stress (2–4),False,2000
32990,34390,広島県390,4,34,312,390,2002,2002-06-01,2002,7,22,2,17.0,34.19833333,132.4991667,1,-1,22.2,,SIS,2002,False,Summer,4.9,30.3,8.0,0.0,0.29,0.0119,3.2,0.0076,0.0028,0.0182,0.0048,2.1,0.0,0.0,Normoxic (>4),False,2000
34471,34390,広島県390,4,34,312,390,2003,2003-06-01,2003,7,17,2,23.0,34.19833333,132.4991667,1,-1,19.5,,SIS,2003,False,Summer,5.3,29.6,8.1,0.0,0.28,0.0288,2.1,0.0394,0.048,0.07,0.0127,1.6,0.0,0.0,Normoxic (>4),False,2000
35951,34390,広島県390,4,34,312,390,2004,2004-06-01,2004,7,14,2,21.0,34.19833333,132.4991667,1,-1,20.6,,SIS,2004,False,Summer,3.7,31.9,7.7,0.0,0.26,0.0283,2.1,0.0351,0.0058,0.0901,0.0219,0.9,0.0,0.0,Mod. stress (2–4),False,2000
37430,34390,広島県390,4,34,312,390,2005,2005-06-01,2005,7,12,2,22.0,34.19833333,132.4991667,1,-1,20.2,23.0,SIS,2005,False,Summer,5.2,28.94,7.9,0.0,0.211,0.0255,2.0,0.0829,0.0353,0.0716,0.0175,0.6,0.0,0.0,Normoxic (>4),False,2000
38910,34390,広島県390,4,34,312,390,2006,2006-06-01,2006,7,18,2,21.3,34.19833333,132.4991667,1,-1,24.1,22.3,SIS,2006,False,Summer,4.7,32.5,8.0,0.0,0.33,0.0441,3.1,0.0304,0.1098,0.0439,0.0275,1.1,0.0,0.0,Normoxic (>4),False,2000
40390,34390,広島県390,4,34,312,390,2007,2007-06-01,2007,7,23,2,21.0,34.19833333,132.4991667,1,-1,20.0,22.0,SIS,2007,False,Summer,2.6,31.5,7.8,0.0,0.38,0.0768,2.7,0.1544,0.0018,0.1384,0.0599,1.2,0.0,0.0,Mod. stress (2–4),False,2000
41850,34390,広島県390,4,34,312,390,2008,2008-06-01,2008,7,24,2,21.4,34.19833333,132.4991667,1,-1,25.0,22.4,SIS,2008,False,Summer,2.6,33.4,7.7,1.4,1.4,0.0733,2.1,0.1546,0.0066,0.0695,0.0513,0.5,0.0,0.0,Mod. stress (2–4),False,2000
43286,34390,広島県390,4,34,312,390,2009,2009-06-01,2009,7,28,2,22.8,34.19833333,132.4991667,1,-1,20.9,23.8,SIS,2009,False,Summer,2.4,31.28,7.7,0.9,0.369,0.0561,1.7,0.0182,0.0026,0.139,0.0446,0.3,0.0,0.0,Mod. stress (2–4),False,2000
44688,34390,広島県390,4,34,312,390,2010,2010-06-01,2010,7,1,2,23.0,34.19833333,132.4991667,1,-1,17.2,24.0,SIS,2010,False,Summer,3.7,30.18,7.9,1.2,0.3,0.034,2.5,0.07,0.005,0.01,0.026,0.9,0.0,0.0,Mod. stress (2–4),False,2010
46310,34390,広島県390,4,34,312,390,2011,2011-06-01,2011,7,5,2,23.0,34.19833333,132.4991667,1,-1,17.3,24.0,SIS,2011,False,Summer,3.8,32.96,7.8,0.9,0.16,0.02,2.1,0.0,0.004,0.0,0.006,1.1,0.0,0.0,Mod. stress (2–4),False,2010
47358,34390,広島県390,4,34,312,390,2012,2012-06-01,2012,7,11,2,23.0,34.19833333,132.4991667,1,-1,18.8,24.0,SIS,2012,False,Summer,4.9,32.14,7.8,0.0,0.3,0.032,2.5,0.04,0.018,0.01,0.021,0.7,0.0,0.0,Normoxic (>4),False,2010
48460,34390,広島県390,4,34,312,390,2013,2013-06-01,2013,7,17,2,23.0,34.19833333,132.4991667,1,-1,19.0,24.0,SIS,2013,False,Summer,3.1,32.54,7.8,0.0,0.36,0.053,2.1,0.08,0.063,0.01,0.04,0.4,0.0,0.0,Mod. stress (2–4),False,2010
49896,34390,広島県390,4,34,311,390,2014,2014-06-01,2014,7,17,2,24.0,34.19833333,132.4991667,1,-1,21.0,25.0,SIS,2014,False,Summer,3.9,32.88,7.9,0.0,0.31,0.03,1.8,0.02,0.047,0.01,0.023,1.2,0.0,0.0,Mod. stress (2–4),False,2010
51531,34390,広島県390,4,34,311,390,2015,2015-06-01,2015,7,9,2,23.8,34.19833333,132.4991667,1,-1,21.0,,SIS,2015,False,Summer,5.0,32.48,7.9,0.0,0.23,0.037,2.2,0.07,0.026,0.01,0.027,0.9,0.0,0.0,Normoxic (>4),False,2010
53731,34390,広島県390,4,34,312,390,2016,2016-06-01,2016,7,12,2,24.0,34.19833333,132.4991667,1,-1,19.5,,SIS,2016,False,Summer,3.4,32.44,7.9,0.0,0.27,0.044,1.9,0.01,0.081,0.04,0.031,0.5,0.0,0.0,Mod. stress (2–4),False,2010
55427,34390,広島県390,4,34,311,390,2017,2017-06-01,2017,7,18,2,21.6,34.19833333,132.4991667,1,-1,20.5,,SIS,2017,False,Summer,4.2,32.84,7.9,0.0,0.31,0.043,1.8,0.01,0.079,0.03,0.031,1.8,0.0,0.0,Normoxic (>4),False,2010
57427,34390,広島県390,4,34,312,390,2018,2018-06-01,2018,7,20,2,22.2,34.19833333,132.4991667,1,-1,22.0,,SIS,2018,False,Summer,3.8,32.24,7.8,0.0,0.34,0.036,2.9,0.05,0.054,0.01,0.026,0.6,0.0,0.0,Mod. stress (2–4),False,2010
59237,34390,広島県390,4,34,312,390,2019,2019-06-01,2019,7,10,2,22.0,34.19833333,132.4991667,1,-1,20.2,,SIS,2019,False,Summer,3.8,32.98,7.9,0.0,0.23,0.041,1.8,0.08,0.02,0.01,0.032,0.6,0.0,0.0,Mod. stress (2–4),False,2010
63773,34390,広島県390,4,34,312,390,2020,2020-06-01,2020,7,29,2,21.0,34.19833333,132.4991667,1,-1,24.0,,SIS,2020,False,Summer,2.7,31.85,7.8,0.0,0.33,0.053,1.9,0.01,0.005,0.16,0.044,0.3,0.0,0.0,Mod. stress (2–4),False,2020
65267,34390,広島県390,4,34,311,390,2021,2021-06-01,2021,7,15,2,24.0,34.19833333,132.4991667,1,-1,20.5,,SIS,2021,False,Summer,2.8,32.36,7.8,0.0,0.28,0.045,2.2,0.01,0.003,0.12,0.036,0.3,0.0,0.0,Mod. stress (2–4),False,2020
66767,34390,広島県390,4,34,311,390,2022,2022-06-01,2022,7,20,2,23.0,34.19833333,132.4991667,1,-1,21.1,,SIS,2022,False,Summer,3.4,32.51,7.7,0.0,0.16,0.035,2.1,0.01,0.008,0.01,0.02,0.8,0.0,0.0,Mod. stress (2–4),False,2020
68259,34390,広島県390,4,34,312,390,2023,2023-06-01,2023,7,12,2,22.0,34.19833333,132.4991667,1,-1,19.8,23.0,SIS,2023,False,Summer,5.8,32.17,7.8,0.0,0.23,0.04,1.6,0.01,0.101,0.01,0.028,0.4,0.0,0.0,Normoxic (>4),False,2020
1982,34391,広島県391,4,34,311,391,1981,1981-06-01,1981,8,5,2,18.0,34.06166667,132.5075,1,-1,21.9,20.0,SIS,1981,False,Summer,6.9,31.98,8.0,0.0,0.18,0.022,1.4,0.0086,0.015,0.015,0.01,1.0,0.0,0.0,Normoxic (>4),False,1980
3438,34391,広島県391,4,34,311,391,1982,1982-06-01,1982,7,14,2,17.0,34.06166667,132.5075,1,-1,19.9,19.0,SIS,1982,False,Summer,7.4,33.24,8.1,0.0,0.199,0.0179,1.1,0.0175,0.0103,0.0014,0.0089,1.3,0.0,0.0,Normoxic (>4),False,1980
4916,34391,広島県391,4,34,311,391,1983,1983-06-01,1983,8,2,2,17.5,34.06166667,132.5075,1,-1,23.2,19.5,SIS,1983,False,Summer,6.9,31.98,8.1,0.0,0.149,0.0164,1.8,0.0089,0.0029,0.0072,0.0031,1.8,0.0,0.0,Normoxic (>4),False,1980
6396,34391,広島県391,4,34,311,391,1984,1984-06-01,1984,7,10,2,17.5,34.06166667,132.5075,1,-1,20.5,19.5,SIS,1984,False,Summer,7.8,33.06,8.1,0.0,0.185,0.0136,1.5,0.0106,0.0012,0.0034,0.0013,0.2,0.0,0.0,Normoxic (>4),False,1980
7874,34391,広島県391,4,34,311,391,1985,1985-06-01,1985,7,10,2,16.4,34.06166667,132.5075,1,-1,19.6,18.4,SIS,1985,False,Summer,7.9,31.07,8.1,0.0,0.173,0.0118,1.6,0.0149,0.0131,0.005,0.0023,3.1,0.0,0.0,Normoxic (>4),False,1980
9352,34391,広島県391,4,34,311,391,1986,1986-06-01,1986,7,17,2,17.0,34.06166667,132.5075,1,-1,19.9,19.0,SIS,1986,False,Summer,7.1,31.8,8.1,0.0,0.167,0.0184,1.4,0.0049,0.0053,0.0071,0.0008,3.3,0.0,0.0,Normoxic (>4),False,1980
10832,34391,広島県391,4,34,311,391,1987,1987-06-01,1987,7,20,2,15.5,34.06166667,132.5075,1,-1,20.5,17.5,SIS,1987,False,Summer,6.9,32.34,8.1,0.0,0.237,0.0198,1.5,0.0354,0.0123,0.0093,0.011,2.0,0.0,0.0,Normoxic (>4),False,1980
12308,34391,広島県391,4,34,311,391,1988,1988-06-01,1988,7,14,2,16.4,34.06166667,132.5075,1,-1,20.5,18.4,SIS,1988,False,Summer,7.3,31.98,8.1,0.0,0.268,0.0209,1.7,0.01,0.0134,0.0215,0.0091,0.5,0.0,0.0,Normoxic (>4),False,1980
13782,34391,広島県391,4,34,311,391,1989,1989-06-01,1989,7,12,2,15.5,34.06166667,132.5075,1,-1,20.4,17.5,SIS,1989,False,Summer,7.3,32.94,8.2,0.0,0.282,0.021,1.7,0.0169,0.0027,0.007,0.0077,1.8,0.0,0.0,Normoxic (>4),False,1980
15262,34391,広島県391,4,34,311,391,1990,1990-06-01,1990,7,24,2,17.0,34.06166667,132.5075,1,-1,22.3,19.0,SIS,1990,False,Summer,6.6,32.44,8.1,0.0,0.212,0.0218,1.7,0.0096,0.0079,0.0236,0.0098,2.1,0.0,0.0,Normoxic (>4),False,1990
16742,34391,広島県391,4,34,311,391,1991,1991-06-01,1991,7,23,2,16.5,34.06166667,132.5075,1,-1,21.0,18.5,SIS,1991,False,Summer,6.3,32.27,8.1,0.0,0.274,0.0211,1.5,0.0061,0.0116,0.0452,0.0102,4.4,0.0,0.0,Normoxic (>4),False,1990
18222,34391,広島県391,4,34,311,391,1992,1992-06-01,1992,7,21,2,15.0,34.06166667,132.5075,1,-1,21.0,20.0,SIS,1992,False,Summer,7.0,33.33,8.0,0.0,0.407,0.0237,1.5,0.017,0.007,0.0085,0.0091,5.1,0.0,0.0,Normoxic (>4),False,1990
19702,34391,広島県391,4,34,311,391,1993,1993-06-01,1993,7,13,2,15.7,34.06166667,132.5075,1,-1,20.2,17.7,SIS,1993,False,Summer,7.3,32.44,8.0,0.0,0.295,0.0156,1.7,0.0236,0.0127,0.0131,0.0019,1.6,0.0,0.0,Normoxic (>4),False,1990
21182,34391,広島県391,4,34,311,391,1994,1994-06-01,1994,7,19,2,15.5,34.06166667,132.5075,1,-1,22.3,17.5,SIS,1994,False,Summer,7.8,32.8,8.1,0.0,0.198,0.0153,1.4,0.0076,0.0003,0.004,0.0022,0.9,0.0,0.0,Normoxic (>4),False,1990
22658,34391,広島県391,4,34,311,391,1995,1995-06-01,1995,7,18,2,50.0,34.06166667,132.5075,1,-1,20.8,55.0,SIS,1995,False,Summer,6.7,32.0,8.0,0.0,0.339,0.0196,3.0,0.0907,0.0206,0.0673,0.0083,1.5,0.0,0.0,Normoxic (>4),False,1990
24118,34391,広島県391,4,34,311,391,1996,1996-06-01,1996,7,23,2,25.0,34.06166667,132.5075,1,-1,21.4,30.0,SIS,1996,False,Summer,7.3,32.7,8.1,0.0,0.171,0.0247,2.2,0.0461,0.0013,0.0218,0.0114,4.9,0.0,0.0,Normoxic (>4),False,1990
25598,34391,広島県391,4,34,311,391,1997,1997-06-01,1997,7,29,2,20.0,34.06166667,132.5075,1,-1,22.4,25.0,SIS,1997,False,Summer,6.9,30.0,8.2,0.0,0.446,0.018,2.3,0.0283,0.0151,0.0176,0.0104,1.1,0.0,0.0,Normoxic (>4),False,1990
27078,34391,広島県391,4,34,311,391,1998,1998-06-01,1998,7,22,2,23.0,34.06166667,132.5075,1,-1,23.4,28.0,SIS,1998,False,Summer,8.4,34.5,8.2,0.0,0.263,0.0118,2.4,0.0392,0.0133,0.0281,0.0099,0.7,0.0,0.0,Normoxic (>4),False,1990
28558,34391,広島県391,4,34,311,391,1999,1999-06-01,1999,7,22,2,19.9,34.06166667,132.5075,1,-1,22.3,24.9,SIS,1999,False,Summer,7.3,32.5,8.1,0.0,0.56,0.0187,2.4,0.0306,0.0074,0.0205,0.0081,3.1,0.0,0.0,Normoxic (>4),False,1990
30038,34391,広島県391,4,34,311,391,2000,2000-06-01,2000,8,10,2,19.0,34.06166667,132.5075,1,-1,24.0,24.0,SIS,2000,False,Summer,6.8,32.8,8.1,0.0,0.246,0.0175,1.7,0.0271,0.0144,0.0347,0.0088,1.1,0.0,0.0,Normoxic (>4),False,2000
31518,34391,広島県391,4,34,311,391,2001,2001-06-01,2001,7,17,2,16.0,34.06166667,132.5075,1,-1,22.0,18.0,SIS,2001,False,Summer,7.1,31.7,8.2,1.9,0.363,0.0175,1.9,0.0484,0.0098,0.0549,0.0084,0.9,0.0,1.9,Normoxic (>4),False,2000
32998,34391,広島県391,4,34,311,391,2002,2002-06-01,2002,7,23,2,17.7,34.06166667,132.5075,1,-1,22.0,,SIS,2002,False,Summer,7.6,30.1,8.2,0.0,0.23,0.0096,2.0,0.012,0.0026,0.0232,0.0046,2.4,0.0,0.0,Normoxic (>4),False,2000
34479,34391,広島県391,4,34,311,391,2003,2003-06-01,2003,7,17,2,18.0,34.06166667,132.5075,1,-1,21.0,,SIS,2003,False,Summer,7.5,29.8,8.1,0.0,0.18,0.0149,1.5,0.0432,0.0142,0.0227,0.0086,2.2,0.0,0.0,Normoxic (>4),False,2000
35959,34391,広島県391,4,34,311,391,2004,2004-06-01,2004,7,14,2,17.0,34.06166667,132.5075,1,-1,23.2,,SIS,2004,False,Summer,7.9,31.9,8.0,0.0,0.16,0.016,2.0,0.0493,0.0012,0.0071,0.0029,1.2,0.0,0.0,Normoxic (>4),False,2000
37438,34391,広島県391,4,34,311,391,2005,2005-06-01,2005,7,12,2,18.0,34.06166667,132.5075,1,-1,20.5,19.0,SIS,2005,False,Summer,7.2,28.27,8.0,0.0,0.168,0.0125,2.1,0.0662,0.0221,0.0157,0.0067,1.1,0.0,0.0,Normoxic (>4),False,2000
38918,34391,広島県391,4,34,311,391,2006,2006-06-01,2006,7,18,2,28.0,34.06166667,132.5075,1,-1,16.8,29.0,SIS,2006,False,Summer,6.9,30.5,8.1,0.0,0.22,0.0171,2.8,0.029,0.0179,0.0156,0.0076,1.4,0.0,0.0,Normoxic (>4),False,2000
40398,34391,広島県391,4,34,311,391,2007,2007-06-01,2007,7,23,2,26.5,34.06166667,132.5075,1,-1,21.8,27.5,SIS,2007,False,Summer,6.7,32.9,8.2,0.0,0.18,0.0182,1.9,0.0457,0.0092,0.0183,0.0099,0.9,0.0,0.0,Normoxic (>4),False,2000
41858,34391,広島県391,4,34,311,391,2008,2008-06-01,2008,7,24,2,18.7,34.06166667,132.5075,1,-1,23.2,19.7,SIS,2008,False,Summer,8.1,33.5,8.1,1.4,1.4,0.0235,1.7,0.0923,0.0027,0.0051,0.0082,0.7,0.0,0.0,Normoxic (>4),False,2000
43294,34391,広島県391,4,34,311,391,2009,2009-06-01,2009,7,28,2,17.8,34.06166667,132.5075,1,-1,22.5,18.8,SIS,2009,False,Summer,6.8,33.03,8.1,0.9,0.275,0.0221,2.0,0.0148,0.0194,0.013,0.0097,1.1,0.0,0.0,Normoxic (>4),False,2000
44690,34391,広島県391,4,34,311,391,2010,2010-06-01,2010,7,1,2,23.2,34.06166667,132.5075,1,-1,19.0,24.2,SIS,2010,False,Summer,7.2,32.62,8.1,0.7,0.19,0.017,2.2,0.01,0.012,0.01,0.008,1.0,0.0,0.0,Normoxic (>4),False,2010
46312,34391,広島県391,4,34,311,391,2011,2011-06-01,2011,7,5,2,19.0,34.06166667,132.5075,1,-1,20.1,20.0,SIS,2011,False,Summer,7.3,32.96,8.0,0.8,0.19,0.017,1.5,0.0,0.017,0.01,0.006,1.0,0.0,0.0,Normoxic (>4),False,2010
47360,34391,広島県391,4,34,311,391,2012,2012-06-01,2012,7,11,2,17.0,34.06166667,132.5075,1,-1,20.0,18.0,SIS,2012,False,Summer,8.2,32.34,8.1,0.0,0.31,0.017,1.4,0.02,0.002,0.01,0.005,1.3,0.0,0.0,Normoxic (>4),False,2010
