zettaicode,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
00003064,8.7,10.0,9.4,8.8,,,8.9,7.8,8.6,9.2,8.1,7.6,9.0,7.4,8.3,8.5,8.5,,7.9,8.0,8.5,7.9,8.7,8.9,9.0,7.7,7.8,8.2,8.3,7.9,8.6,,8.2,7.8,7.8,8.4,7.8,8.3,8.0,8.3,9.0,8.6,8.3
00003078,7.9,9.6,8.3,7.8,,,8.6,8.0,7.7,8.4,7.6,7.3,7.9,7.7,7.4,8.1,7.8,,8.0,7.4,8.2,8.4,7.8,8.4,7.9,7.6,7.8,8.3,7.9,7.6,7.7,,7.9,7.3,7.7,7.9,8.3,8.3,8.0,7.5,8.2,7.8,8.3
00003079,9.8,9.2,8.4,8.1,,,8.8,8.0,7.7,9.2,8.7,8.0,8.8,8.0,8.2,7.5,8.4,,8.0,8.2,8.8,8.1,8.1,8.5,8.6,7.8,7.8,8.0,8.3,7.5,7.9,,7.7,8.2,7.7,8.5,7.9,8.3,8.0,8.2,8.6,8.7,8.5
00003086,8.8,9.1,8.8,7.9,,,8.8,8.3,7.6,9.5,9.0,8.0,8.2,7.3,8.3,7.8,8.0,,8.0,8.1,7.6,7.4,7.8,7.6,8.4,7.2,8.2,8.0,8.3,8.0,7.9,,8.2,8.1,7.8,8.0,8.0,8.3,8.5,8.4,8.4,8.5,8.4
00003089,8.4,8.8,10.0,8.5,,,9.0,8.3,7.8,9.1,9.1,7.8,8.1,8.6,7.7,8.2,8.3,,7.8,8.7,8.7,8.3,8.4,8.5,8.3,7.8,7.3,8.0,8.6,7.9,8.1,,7.7,7.5,7.5,8.0,7.8,7.8,7.6,8.1,8.5,8.6,8.1
00003695,9.2,8.6,7.7,8.7,7.8,8.5,8.4,8.1,8.9,8.3,8.1,8.0,8.4,3.7,7.9,8.2,8.7,8.1,8.6,8.2,8.7,7.7,7.9,7.6,8.1,7.9,7.8,7.6,8.2,8.0,7.9,,7.3,7.8,7.9,8.2,7.6,8.0,7.9,7.9,7.5,8.1,7.6
00003698,9.5,8.7,7.9,8.8,8.5,9.0,8.7,8.4,8.4,8.5,7.9,8.0,7.4,5.8,8.0,8.5,9.1,7.5,9.0,7.9,9.1,7.7,8.5,7.4,7.5,8.3,8.3,7.6,8.4,8.0,8.0,,7.7,7.9,7.7,7.8,7.7,8.0,8.1,7.8,7.9,7.9,7.9
00028119,8.1,8.1,8.4,9.1,7.3,8.3,8.6,8.9,8.7,8.9,7.8,9.2,8.6,9.3,3.0,9.0,7.5,7.1,8.4,8.5,9.2,8.3,9.3,8.0,7.5,9.2,8.3,8.3,8.6,8.9,8.5,,8.4,8.2,8.7,8.1,8.5,8.3,8.3,8.4,8.3,8.2,8.3
00028129,8.9,8.5,7.9,9.3,8.3,8.9,8.9,8.6,9.8,8.4,8.1,9.0,8.9,10.1,7.2,9.6,7.7,7.4,8.7,8.3,9.7,8.2,9.1,8.1,8.1,8.8,8.3,8.5,9.1,8.9,8.9,,8.4,8.0,8.2,8.2,8.4,8.4,8.4,8.2,8.6,8.3,8.5
00028132,9.1,8.7,8.6,10.8,9.6,9.8,9.1,9.7,8.4,8.5,8.7,9.2,9.2,9.5,8.7,10.9,11.4,7.6,9.7,9.9,10.3,9.9,9.1,8.4,8.8,10.2,9.3,8.4,10.9,8.5,8.3,,9.1,8.8,9.1,8.7,8.1,10.0,8.4,8.5,9.4,8.8,9.2
00028143,10.0,10.8,9.1,9.2,9.2,9.7,9.2,9.3,9.1,8.9,8.6,9.4,8.9,10.2,7.5,9.2,8.6,7.3,8.5,8.3,8.6,9.0,8.9,8.0,8.7,9.2,8.4,8.4,8.8,9.1,9.1,,8.3,8.2,8.5,8.2,8.3,8.4,8.2,8.3,8.2,8.8,8.4
00028150,9.3,9.1,8.7,9.9,8.4,9.6,8.3,9.1,8.3,9.2,8.7,9.1,8.9,9.8,8.1,9.3,9.7,7.7,8.6,8.0,10.0,9.6,8.9,8.8,8.4,10.0,8.6,8.4,9.0,9.2,9.0,,8.6,9.0,9.1,8.5,8.4,8.8,8.4,8.3,8.9,8.6,8.6
00028153,9.8,8.8,8.7,9.0,8.5,9.9,9.0,8.9,9.0,8.7,8.7,9.1,8.9,10.2,7.9,9.2,7.6,7.3,8.3,8.2,8.6,9.0,8.6,7.7,8.5,8.8,8.4,8.4,8.7,9.0,8.9,,8.4,8.1,8.4,8.5,8.4,8.5,8.5,8.5,8.5,8.3,8.4
00028168,9.1,9.0,8.7,9.3,8.5,9.8,8.8,8.8,8.5,9.1,8.4,9.2,8.8,9.6,8.1,9.0,9.0,7.9,8.7,8.2,9.2,9.1,8.8,8.1,8.2,9.0,8.7,8.3,8.4,9.1,8.7,,8.4,8.7,8.8,8.2,8.3,8.4,8.5,8.2,8.5,8.4,9.0
00028169,9.0,8.8,8.6,8.8,8.3,10.3,9.0,9.0,8.6,8.8,8.8,9.2,8.5,9.6,7.7,9.0,8.8,7.8,8.7,8.4,9.0,8.9,9.2,8.0,8.4,9.1,8.5,8.4,8.2,8.9,8.9,,8.4,8.2,8.7,8.2,8.4,8.4,8.3,8.3,8.5,8.5,8.7
00033182,9.2,8.6,8.4,10.0,8.8,9.7,8.7,9.0,7.9,8.6,8.2,8.7,9.2,7.8,8.6,8.5,10.0,9.2,8.0,8.6,8.1,9.2,8.7,8.8,8.2,9.1,8.3,6.4,7.7,8.6,9.0,,8.4,8.0,8.8,8.8,9.2,8.4,8.4,9.0,8.8,9.0,9.2
00033204,8.5,9.0,7.9,9.5,8.1,7.8,8.8,8.9,8.0,8.1,7.9,8.1,8.8,7.0,8.0,8.3,8.8,8.1,8.1,8.7,8.5,7.9,6.7,8.6,8.2,8.9,8.1,8.5,7.5,8.6,8.8,,7.8,7.8,9.0,9.0,9.0,8.6,8.8,8.8,8.6,9.0,9.0
00033224,7.8,8.4,7.9,8.3,7.8,7.6,8.0,8.2,8.0,8.3,7.7,8.3,7.9,7.9,7.9,8.4,8.0,7.9,7.8,8.6,8.7,8.4,9.2,8.1,7.0,8.8,8.4,7.1,7.4,8.6,9.0,,8.0,8.0,8.8,8.6,9.2,8.6,8.6,8.6,8.4,8.8,8.4
00033237,7.6,8.5,8.0,8.6,8.2,7.6,8.4,8.5,8.1,8.1,7.7,8.2,7.8,6.9,8.2,8.7,8.1,7.7,7.7,8.3,8.6,7.9,9.0,7.7,7.6,8.7,8.5,8.2,7.7,8.6,8.8,,8.2,7.6,8.6,8.4,8.6,7.4,8.4,8.8,7.8,8.4,8.4
00033241,7.4,8.8,8.2,8.0,7.6,8.5,9.8,9.7,7.3,9.0,7.5,8.6,7.5,7.2,9.4,8.7,7.9,8.5,7.3,8.2,8.1,8.0,8.8,8.4,8.0,9.3,8.1,8.6,7.6,9.0,8.6,,8.8,8.2,9.4,8.6,10.0,8.4,9.0,8.8,8.0,8.4,8.0
00033248,9.1,8.3,8.0,8.7,9.1,7.9,8.4,8.5,8.2,8.3,8.0,7.9,8.0,8.1,7.4,8.6,8.6,8.8,7.0,7.9,7.8,7.6,8.9,8.0,8.3,8.7,8.2,8.7,9.0,9.0,9.0,,8.2,7.8,8.8,8.2,8.6,8.0,8.6,8.0,8.4,8.8,8.4
00033276,8.7,8.3,8.0,8.6,8.5,8.1,8.5,8.5,8.0,8.6,8.4,7.8,8.2,8.4,6.7,8.3,7.4,8.3,6.9,8.2,7.7,8.5,8.9,8.1,8.4,8.8,8.1,8.4,9.4,9.0,9.2,,9.2,8.2,9.0,9.2,7.8,8.8,9.0,8.2,8.0,9.8,8.6
00033277,9.1,8.3,8.3,9.0,9.2,8.0,8.4,9.3,8.0,8.6,8.3,7.6,8.3,8.4,6.7,8.5,8.8,8.2,5.9,8.4,8.6,8.0,9.6,7.8,8.0,9.0,9.5,8.9,8.4,8.4,9.8,,8.2,8.2,8.8,8.8,8.6,8.6,8.8,9.0,8.6,8.4,8.0
00034285,8.5,9.2,8.0,9.2,8.3,9.4,8.3,8.7,8.1,9.2,8.2,8.3,8.1,8.3,7.2,9.4,8.8,8.4,7.6,8.4,8.5,9.5,10.0,8.5,7.1,9.8,7.9,9.2,7.7,8.5,8.4,,9.3,8.8,8.5,8.5,8.6,8.2,8.7,8.8,8.8,9.1,9.2
00034310,8.7,8.0,7.5,8.3,7.9,9.1,8.5,9.0,8.2,9.2,8.1,8.3,7.6,8.7,7.5,9.6,9.6,8.4,7.8,9.0,8.4,10.4,10.4,8.9,8.3,10.6,8.4,9.0,8.4,8.6,9.1,,8.6,8.6,8.1,8.6,8.3,8.4,8.9,8.7,8.7,9.1,11.2
00034312,7.9,8.1,10.0,8.5,8.1,8.4,7.9,9.1,8.1,8.2,7.4,7.5,7.9,8.9,7.3,9.0,8.5,8.2,8.2,9.1,8.1,9.0,9.8,8.3,8.2,8.8,9.0,9.3,8.7,8.2,9.3,,8.5,8.7,8.2,8.6,8.5,8.5,8.8,8.7,8.7,8.5,9.7
00034332,8.4,8.3,8.8,9.1,8.3,8.1,8.4,8.9,8.2,8.5,8.2,8.0,8.1,8.6,7.1,8.8,9.0,9.2,8.0,8.5,8.7,8.8,10.3,8.3,8.0,9.3,8.6,8.5,7.8,8.3,8.5,,8.4,8.1,7.8,8.2,8.1,8.5,8.8,8.4,8.4,8.5,8.8
00034344,8.5,8.4,8.3,8.7,8.0,8.3,8.5,8.8,8.2,8.3,8.0,8.5,8.2,8.3,7.1,8.9,8.3,8.4,8.0,8.8,8.9,8.7,9.2,8.8,9.0,9.7,8.5,8.4,8.3,8.4,8.7,,8.5,8.8,8.3,8.3,8.6,8.5,8.6,8.4,8.4,8.6,8.9
00034352,8.9,8.5,8.6,8.7,7.5,8.4,8.7,8.8,8.2,8.5,8.2,8.8,7.2,8.6,7.1,8.9,8.3,8.6,8.0,8.8,9.6,9.1,8.9,9.1,9.0,9.2,8.6,8.6,8.4,8.6,8.5,,8.7,8.6,8.4,8.6,9.0,9.1,8.8,8.6,8.6,8.8,9.0
00034363,,8.4,8.6,9.2,8.2,8.8,8.6,8.8,8.2,8.5,8.3,8.4,8.3,8.5,7.1,8.8,8.6,8.6,8.4,8.6,9.5,8.8,8.6,8.4,9.1,9.7,9.0,8.9,8.4,8.4,8.5,,8.4,8.4,8.1,7.1,8.5,8.6,8.2,8.3,8.3,8.8,10.0
00034376,,8.5,8.6,8.9,8.8,8.5,8.4,8.8,8.4,8.5,8.3,8.5,8.1,8.5,7.2,8.8,8.3,9.0,8.4,7.8,8.7,8.7,8.7,8.5,9.1,9.6,9.8,8.3,8.3,8.4,8.5,,8.4,8.6,8.3,7.2,8.7,8.4,8.3,8.6,8.6,8.9,8.5
00034382,,8.6,8.4,9.4,9.1,8.8,8.7,8.7,8.4,8.8,8.4,8.5,8.2,9.0,6.9,8.7,9.5,9.2,8.4,6.6,8.2,8.8,8.6,8.0,8.9,10.3,10.5,8.5,8.2,8.6,8.6,,8.7,8.1,8.6,6.9,8.8,8.9,8.6,8.7,8.7,8.9,8.4
00034390,11.0,9.1,8.8,9.5,10.0,9.9,9.2,9.1,9.2,11.0,9.0,8.6,8.6,9.2,8.7,9.6,10.5,10.3,7.4,8.9,10.1,9.6,9.5,8.7,9.5,11.5,10.1,9.6,8.4,9.3,9.4,,9.0,8.9,8.7,8.4,9.3,8.8,9.2,8.9,8.9,9.0,8.1
00034391,9.2,8.6,8.8,9.2,8.3,9.0,8.4,8.8,8.3,8.7,8.1,8.5,8.5,8.8,7.0,9.5,8.8,9.6,8.2,8.6,8.8,8.5,8.9,8.4,9.0,8.8,8.0,8.4,8.5,8.9,8.4,,8.5,8.6,8.9,8.3,8.6,8.5,8.6,8.4,8.4,9.0,8.3
00034396,10.0,10.0,8.9,9.3,11.0,11.0,8.7,8.8,11.0,13.0,10.0,9.4,9.6,11.0,8.4,9.9,13.3,10.6,8.4,9.4,11.2,10.0,10.8,10.5,9.9,10.6,9.4,11.4,9.4,9.3,10.2,10.2,10.2,8.6,9.4,9.8,10.2,10.1,10.1,10.6,10.6,9.7,8.9
00034399,9.2,8.7,8.6,9.1,8.4,8.8,8.3,8.7,8.4,8.7,8.1,8.4,8.6,9.1,6.7,8.9,9.4,8.6,8.0,8.5,8.9,8.5,8.7,8.5,8.7,8.5,8.2,8.4,8.4,8.9,8.7,8.4,8.6,8.6,8.8,8.4,8.8,8.6,8.9,8.5,8.5,9.1,8.4
00034411,12.0,9.7,8.7,9.4,11.0,11.0,8.8,9.3,9.5,13.0,9.5,9.9,7.9,10.0,6.6,10.1,11.8,10.9,8.6,9.6,11.1,10.4,10.7,10.3,10.9,10.0,10.0,9.1,8.7,9.1,9.7,9.8,9.9,8.8,9.2,10.2,10.5,10.3,10.1,9.9,9.9,9.6,10.2
00034423,9.3,8.5,9.1,9.0,9.4,10.0,8.7,9.2,8.7,10.0,9.0,8.9,8.2,9.2,7.4,9.0,9.8,9.5,7.8,8.4,9.3,9.2,10.7,8.8,8.9,9.5,8.4,9.0,9.2,8.4,9.8,9.2,8.9,8.8,9.1,10.7,8.8,9.3,8.9,8.7,8.7,9.1,8.3
00035412,9.1,9.1,8.9,9.2,8.8,9.0,9.4,8.3,8.6,9.2,8.8,8.9,9.3,8.8,8.8,8.9,9.7,9.8,8.8,9.5,10.0,9.4,9.4,9.3,8.5,9.5,9.2,9.0,9.1,9.7,9.5,,9.2,9.0,8.9,8.8,8.9,8.7,9.1,9.1,10.0,11.0,9.4
00035426,9.1,9.3,8.6,9.3,9.6,9.9,9.3,8.7,8.6,9.9,9.0,8.8,9.0,8.7,9.4,8.8,10.0,9.5,8.8,9.2,10.0,11.0,9.6,9.7,8.9,9.5,9.5,8.9,8.8,9.8,10.0,,9.4,9.1,9.5,9.7,8.8,9.3,9.5,9.6,10.0,9.8,9.3
00035433,9.3,9.0,9.3,9.0,9.8,9.3,9.2,8.8,8.5,9.9,8.8,9.5,9.3,8.7,8.7,8.9,11.0,9.7,8.9,9.1,9.8,10.0,10.1,9.5,9.5,10.0,9.3,9.1,9.2,10.0,10.0,,9.8,9.1,9.8,10.0,9.5,9.9,9.5,8.9,12.0,10.0,9.9
00035459,8.4,9.2,8.5,8.6,8.3,8.1,8.4,8.0,8.3,8.6,8.3,8.6,10.1,8.6,8.6,8.7,8.7,9.0,8.6,9.4,9.2,8.9,8.9,8.8,9.0,8.9,9.5,8.6,8.8,9.0,9.0,,9.8,8.6,9.0,7.7,8.6,9.1,9.1,10.0,10.0,13.0,9.0
00035473,8.8,9.1,8.7,8.9,8.4,8.2,9.0,8.2,8.6,8.6,8.6,8.6,9.3,8.5,8.5,8.8,8.8,9.5,8.7,9.2,9.8,9.4,9.0,8.8,9.3,9.4,9.3,9.0,8.9,9.5,9.4,,9.2,8.9,9.3,9.2,9.1,9.5,9.8,8.9,9.7,10.0,8.2
00035484,8.5,9.1,8.8,8.7,8.3,8.3,8.8,8.1,8.4,8.5,8.2,8.9,9.0,8.7,8.8,8.8,8.7,8.9,8.6,8.8,8.9,9.0,9.0,8.6,9.2,9.0,9.2,8.7,8.9,9.0,9.4,,9.3,8.6,8.9,8.9,8.7,9.2,9.3,9.5,10.0,9.2,8.1
00035486,8.9,9.1,8.6,8.8,8.4,8.2,9.6,8.2,8.7,8.6,8.6,8.9,9.2,8.7,8.9,8.9,8.8,9.8,8.7,9.0,9.9,8.4,9.0,8.8,9.3,9.6,9.0,9.1,8.8,9.1,9.2,,9.6,8.8,9.2,8.7,8.9,9.4,9.5,8.8,8.8,9.1,8.8
00035487,8.6,9.0,8.7,8.6,8.4,8.1,9.1,8.2,8.7,9.2,8.6,8.7,8.9,8.6,8.7,8.5,8.5,8.3,8.5,8.9,9.5,8.1,8.9,8.9,8.6,9.0,9.0,8.7,8.6,9.0,9.1,,8.7,8.6,9.0,9.8,8.6,9.1,9.1,8.8,9.7,12.0,8.3
00035498,8.7,8.6,8.7,9.0,8.7,8.3,8.2,8.2,8.7,9.2,8.8,9.2,9.9,8.7,8.7,8.8,9.1,9.3,9.0,9.0,9.4,9.3,8.9,8.9,8.9,9.0,9.4,8.8,8.5,8.8,8.9,,9.6,9.1,9.0,8.7,8.9,9.6,9.3,9.5,10.0,9.2,8.0
00035509,8.7,8.7,8.5,8.4,8.2,8.2,8.4,8.2,8.6,8.9,8.6,9.0,8.6,8.5,8.9,8.6,8.9,9.7,8.7,8.8,8.9,8.8,8.9,8.7,7.9,9.5,9.0,9.0,8.8,8.5,9.3,,9.0,8.7,8.8,8.7,8.9,10.0,9.4,9.3,9.5,9.4,9.2
00035512,8.5,8.9,8.8,8.8,8.6,8.3,8.4,8.0,8.6,8.9,8.8,8.7,9.2,8.5,8.7,8.7,8.5,9.5,8.7,9.0,9.5,9.0,8.6,8.7,7.8,9.0,9.2,8.9,8.6,8.6,9.5,,9.1,9.4,8.9,9.4,8.7,8.8,8.9,8.9,10.0,9.4,8.6
00035521,8.9,9.7,8.9,8.9,9.4,9.2,8.4,8.5,8.7,9.4,9.0,9.4,9.1,10.1,8.6,8.9,9.7,9.8,9.1,9.7,10.0,10.0,8.8,9.5,9.5,10.0,9.9,8.9,9.3,8.9,10.0,,9.9,9.0,9.3,10.0,9.1,10.0,10.0,9.6,10.0,9.3,11.0
00035522,8.6,8.6,8.9,9.0,8.7,8.9,8.3,8.3,8.7,9.5,8.8,8.8,9.2,8.8,9.1,8.8,8.7,9.3,8.6,9.0,8.8,8.7,8.6,9.0,7.3,9.0,9.2,8.9,9.0,9.1,9.2,,9.5,9.2,9.3,9.5,8.7,8.9,9.1,9.0,9.1,10.0,8.7
00035542,8.8,8.7,8.8,8.6,8.6,8.7,8.5,8.2,8.9,9.0,8.6,8.3,8.8,9.0,8.7,8.8,8.5,9.5,8.5,9.2,9.2,9.0,8.7,9.7,9.1,8.8,9.6,8.6,9.0,8.7,9.1,,9.9,9.3,10.0,8.2,9.2,9.4,11.0,9.1,8.8,9.4,9.2
00035550,9.4,10.4,8.9,8.6,8.9,8.7,8.4,8.6,7.7,8.9,9.4,5.1,8.2,9.5,8.5,9.4,8.7,11.0,8.9,9.2,9.4,9.6,8.9,9.5,9.0,9.9,9.6,9.4,9.4,9.3,10.0,,9.5,8.7,8.9,8.5,8.6,9.2,9.8,9.3,10.0,9.2,9.7
00035562,9.1,8.9,8.6,8.6,8.9,8.9,8.3,8.1,8.3,9.1,8.7,9.1,8.7,8.6,8.6,9.4,8.8,9.5,8.9,9.2,8.9,8.8,8.7,9.1,9.0,9.2,9.7,8.7,9.0,9.3,9.6,,9.7,8.8,9.2,4.9,8.7,9.0,9.4,8.1,10.0,9.7,9.0
