zettaicode,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
00037170,10.1,9.6,8.6,8.8,8.1,9.7,8.9,8.8,8.8,8.9,8.8,8.8,8.2,8.6,8.6,8.7,8.6,7.9,8.0,8.6,8.4,8.4,8.9,5.5,8.5,8.7,8.4,8.3,8.3,8.6,8.1,,8.6,8.8,8.7,8.5,8.4,8.5,8.2,8.7,8.5,8.3,7.7
00037179,10.8,8.9,8.5,9.3,8.1,9.3,9.1,8.9,8.7,8.0,8.7,8.8,8.3,8.0,8.4,8.8,8.8,2.9,8.3,8.4,8.4,8.3,8.7,7.0,8.5,8.7,8.4,8.4,8.2,8.5,8.3,,9.1,8.8,8.7,8.5,8.5,8.6,8.4,8.7,8.6,8.5,7.9
00037181,12.2,8.6,8.6,9.2,8.2,8.3,8.9,8.7,8.3,8.3,8.5,8.8,8.2,8.3,8.3,8.7,8.3,8.0,7.8,8.6,8.2,8.5,8.9,7.9,8.2,8.8,8.5,8.1,8.2,8.5,8.3,,8.9,8.6,8.8,8.5,8.4,8.8,8.3,8.7,8.5,8.4,8.7
00037195,9.3,8.8,8.4,8.4,7.1,8.9,8.7,8.9,8.1,8.4,8.3,8.8,8.0,8.0,8.0,8.6,8.3,7.5,7.9,9.7,8.4,8.0,8.7,8.5,7.8,8.7,8.2,8.5,8.0,8.1,8.1,,8.7,8.3,8.8,8.4,8.1,8.6,8.4,8.5,8.6,8.4,8.4
00037213,9.6,8.3,8.2,8.1,7.1,8.3,8.4,8.4,8.0,8.0,8.0,8.7,7.7,8.0,7.9,8.4,7.9,7.7,7.5,8.6,8.4,7.8,9.0,6.0,7.9,8.7,7.9,8.4,7.9,8.3,8.1,,8.6,8.3,8.6,8.0,8.0,9.2,8.4,8.4,8.1,8.0,8.3
00037238,9.2,7.8,7.9,8.5,7.3,7.9,6.0,8.2,8.3,8.2,7.8,7.9,7.6,7.5,7.7,8.5,7.9,7.6,7.8,8.0,8.2,7.7,9.2,7.3,8.2,8.9,8.0,8.7,7.8,7.9,9.1,,8.4,8.8,8.8,7.8,8.1,9.3,8.4,8.6,7.8,8.0,7.7
00037250,9.7,8.1,8.2,8.6,7.9,7.9,6.4,8.3,8.3,8.6,8.1,8.0,7.8,8.1,7.7,8.5,8.2,8.1,7.9,8.3,8.2,7.9,8.7,7.9,8.5,8.6,7.9,8.1,8.0,7.9,8.8,,8.8,9.0,9.0,8.2,8.0,9.2,8.6,7.7,8.2,8.1,8.5
00037254,9.4,8.5,8.9,9.0,8.5,7.8,7.4,8.5,8.2,9.7,8.6,9.0,7.8,7.8,8.3,9.1,7.7,10.0,8.5,9.1,8.5,9.6,8.9,8.5,8.4,9.2,8.0,8.1,8.5,8.5,8.7,,8.5,9.0,9.0,8.2,9.4,10.0,9.3,8.5,9.4,9.3,8.7
00037263,9.7,8.3,8.6,8.6,8.0,8.1,7.4,8.8,8.5,9.2,8.6,8.4,7.8,8.1,8.4,8.8,8.3,8.8,8.4,8.4,8.2,9.2,8.8,8.3,8.5,9.2,8.2,8.4,8.2,8.2,9.5,,9.2,9.3,9.3,8.3,9.0,9.0,9.0,8.6,8.6,8.9,8.5
00037298,9.7,8.2,8.4,8.8,7.9,8.2,8.2,8.9,7.8,9.3,8.6,9.0,8.4,8.0,8.1,8.5,8.3,8.4,8.3,8.2,8.3,8.4,8.5,8.2,8.8,8.7,8.1,8.3,8.3,8.4,9.3,,8.8,8.8,8.8,8.3,8.9,9.0,8.7,8.8,8.6,9.2,8.4
00038274,8.8,8.8,8.5,8.8,8.3,9.0,8.5,8.5,8.4,9.2,8.1,8.5,8.3,8.5,8.8,8.8,8.4,8.5,7.9,8.4,8.1,8.4,8.9,8.0,8.2,8.6,7.9,8.1,8.1,8.6,8.5,,8.6,8.5,10.6,8.4,9.2,8.8,9.0,9.3,8.4,9.0,8.9
00038306,8.8,9.0,8.5,8.5,8.3,8.6,8.6,8.4,8.4,9.5,10.9,8.6,8.7,8.2,8.6,9.3,8.4,8.7,8.4,8.9,8.0,8.8,8.7,8.1,7.9,8.6,8.0,8.2,8.1,9.3,8.6,,8.5,9.0,8.8,8.6,9.17,9.3,8.7,9.2,8.7,8.7,8.6
00038308,8.8,8.9,8.7,8.7,8.4,8.8,8.7,8.9,8.6,9.1,9.1,9.0,8.3,8.8,8.4,8.6,8.3,8.1,7.8,8.8,8.6,9.2,9.0,8.5,7.9,9.3,8.5,9.1,8.2,8.7,9.5,,9.7,8.9,9.1,8.7,9.42,8.9,8.9,8.4,9.3,9.5,8.6
00038315,8.9,9.2,8.5,8.6,8.2,8.8,8.5,8.4,8.5,8.5,8.6,8.5,8.4,8.1,8.5,8.8,8.4,9.2,8.5,8.7,8.6,8.7,8.8,8.1,8.1,8.5,8.1,8.5,8.0,8.9,8.5,,8.8,8.7,9.2,8.7,9.2,9.2,8.9,8.1,8.7,8.6,8.6
00038328,8.4,9.1,8.6,8.5,9.2,8.9,8.6,8.4,8.5,9.5,9.9,8.7,8.9,8.3,8.3,8.6,8.7,8.6,8.2,8.9,8.5,8.9,8.8,9.2,8.1,9.6,8.4,8.7,8.1,10.2,8.7,,9.0,9.3,9.0,8.9,9.03,9.5,8.7,9.5,9.2,8.9,9.1
00038343,9.1,8.8,8.7,8.8,8.3,8.6,8.6,8.5,8.4,8.4,8.3,8.3,8.3,8.3,8.6,8.7,8.9,7.9,8.3,8.6,7.8,8.3,8.7,8.0,8.2,8.6,8.3,8.3,8.0,8.8,8.4,,8.8,8.9,8.1,8.5,9.1,8.8,9.9,9.2,8.4,8.6,8.9
00038359,,8.6,8.6,8.8,8.4,8.7,8.6,8.7,8.6,8.5,8.5,8.5,8.4,8.5,8.5,9.0,8.8,8.1,8.5,8.6,8.6,8.3,8.9,8.1,8.3,8.6,8.1,8.3,8.2,9.1,8.5,,8.7,8.9,8.4,8.6,9.0,9.1,9.0,9.4,8.7,8.6,9.0
00038372,,8.6,8.6,8.8,8.4,8.8,8.7,8.6,8.5,8.4,8.7,8.4,8.4,8.4,8.6,8.8,8.4,8.4,8.3,8.6,8.6,8.3,8.8,8.1,8.2,8.6,8.1,8.3,8.2,9.0,8.5,,8.8,8.8,8.1,8.4,9.1,8.9,9.1,10.1,8.6,8.7,8.6
00038441,8.7,8.8,8.5,8.6,8.2,8.6,8.5,8.5,8.4,8.2,8.6,8.4,8.1,8.2,8.6,8.7,8.9,8.5,8.4,8.7,8.7,8.4,8.5,8.2,8.2,8.5,8.3,8.3,7.7,9.4,8.6,,8.8,8.5,8.9,8.7,9.0,8.8,9.5,10.1,8.6,8.7,8.6
00038456,8.8,8.4,8.6,8.5,8.4,8.8,8.8,8.9,8.5,8.8,8.7,8.5,8.4,8.4,8.5,8.9,8.4,8.8,8.5,8.7,8.4,8.5,8.8,8.2,8.4,8.6,8.4,8.2,8.1,9.0,8.4,,8.6,8.8,9.0,8.8,9.1,10.0,9.1,9.8,8.6,8.8,8.8
00038457,8.9,8.6,8.6,8.9,8.6,8.6,8.5,8.7,8.9,8.6,8.5,8.4,8.2,8.4,8.5,8.6,8.2,8.2,8.2,8.5,8.4,8.3,8.7,8.4,8.2,8.3,8.1,8.1,8.0,9.1,8.5,,8.8,8.8,9.4,8.8,8.8,9.0,8.9,10.2,8.7,8.9,8.8
00038469,8.7,8.6,8.3,8.4,8.8,8.7,8.5,8.8,8.8,8.7,8.4,8.3,8.2,8.3,8.6,8.4,8.2,8.6,8.5,8.6,8.5,8.4,8.7,8.2,8.4,8.0,8.1,8.1,8.0,8.9,8.4,,8.8,8.7,8.8,8.8,9.0,8.9,8.7,10.2,8.5,9.0,8.3
00038495,8.2,8.4,8.2,8.4,8.0,8.1,8.2,8.3,8.4,8.1,8.1,8.3,8.0,8.5,7.9,8.4,8.0,8.2,8.1,8.4,8.3,8.0,8.5,8.0,8.1,8.0,8.0,7.9,8.1,8.8,8.3,,8.5,8.6,8.8,8.5,8.7,8.6,7.9,9.6,8.4,8.7,8.2
00038647,8.3,8.0,9.2,7.9,7.8,8.0,7.7,8.0,7.7,8.0,7.9,8.4,8.0,7.6,7.8,8.3,8.0,8.0,7.9,8.1,7.0,8.3,8.3,7.5,7.8,7.8,8.0,7.5,8.3,8.6,7.8,,8.4,8.1,8.7,8.1,8.5,8.0,8.7,9.1,8.4,8.4,8.0
00038665,8.0,7.9,8.6,8.2,7.5,8.5,7.8,8.1,7.7,8.3,7.7,7.8,7.6,7.8,7.7,8.3,8.6,8.3,7.7,7.9,7.5,7.6,8.0,7.5,8.2,7.7,7.6,7.3,8.4,8.2,7.6,,8.1,8.1,8.4,9.5,8.5,8.3,8.9,9.3,8.0,8.2,7.9
00038666,8.2,7.8,7.9,8.1,7.7,7.6,7.7,8.0,7.8,7.7,7.7,7.8,7.5,7.6,7.7,7.9,7.8,7.9,7.8,7.8,7.6,7.6,8.1,7.7,7.5,7.6,7.5,7.3,8.0,8.4,7.6,,8.4,7.9,8.6,7.6,8.5,8.0,8.4,9.7,8.1,8.2,7.9
00038667,8.8,8.5,8.4,8.0,8.0,8.6,7.9,8.1,8.0,8.3,8.2,8.2,8.0,8.1,7.7,8.3,8.0,7.8,7.6,8.3,7.5,8.3,8.3,7.8,8.1,8.2,8.0,7.5,8.2,8.7,7.8,,8.4,8.3,7.7,8.1,8.4,8.1,8.0,9.4,8.5,8.5,8.2
00038671,8.0,7.6,7.8,7.4,7.6,7.6,7.7,7.8,7.9,7.9,7.9,7.7,7.4,7.5,7.7,7.9,7.6,7.5,7.5,8.1,7.6,7.7,8.2,7.7,7.7,7.5,7.2,7.3,7.8,7.7,7.7,,8.5,7.7,8.2,7.6,8.3,7.8,8.2,9.7,8.8,7.9,7.9
00038674,8.5,7.9,8.2,8.3,7.8,8.1,7.8,8.1,7.8,8.2,7.9,8.2,7.6,7.8,7.6,7.9,7.8,7.3,7.5,7.8,7.7,7.7,8.3,7.9,8.0,7.9,7.7,7.4,8.3,8.2,7.6,,8.5,8.2,8.9,7.8,8.5,8.0,9.1,9.4,8.1,8.3,7.9
00040617,8.6,8.2,8.0,7.7,8.5,8.9,8.9,8.5,7.9,8.3,7.8,8.3,8.1,7.7,7.6,7.9,8.5,8.4,7.4,7.4,9.1,8.7,7.3,7.7,8.0,7.9,5.5,7.4,7.6,8.88,8.77,,8.49,8.06,9.6,7.4,7.9,8.0,11.0,8.8,10.0,7.5,8.8
00040620,8.3,8.3,8.7,8.4,8.9,9.5,9.1,8.5,8.2,8.2,8.0,7.4,8.3,7.8,8.4,8.3,9.0,8.6,8.2,8.0,8.3,7.8,7.3,8.1,8.2,8.1,5.3,7.3,8.1,8.85,8.97,,9.02,8.83,10.0,8.0,7.5,8.9,11.0,8.4,8.5,7.9,8.6
00040632,8.3,8.4,8.2,8.6,8.9,8.6,8.6,7.9,8.4,9.2,7.8,6.9,8.2,7.4,7.9,8.4,9.2,8.0,7.6,8.5,8.9,7.3,7.2,8.1,8.5,8.3,5.3,7.2,8.0,9.13,8.73,,8.77,8.65,10.0,7.7,8.0,9.8,11.0,9.1,8.9,7.0,8.2
00040636,8.4,8.7,8.3,8.7,8.8,8.8,8.8,8.3,8.3,9.3,8.0,7.5,8.2,7.6,7.6,8.1,8.3,8.3,7.2,7.6,9.9,7.6,7.2,8.0,8.3,7.8,5.2,7.1,7.8,8.93,8.6,,8.44,8.16,9.9,7.8,7.6,8.7,11.0,9.3,8.8,8.0,8.2
00040714,8.4,7.9,7.8,8.0,8.8,7.4,7.6,8.5,7.4,8.9,8.4,6.9,8.3,8.9,9.3,10.0,6.1,6.0,6.4,5.1,8.2,5.2,11.0,7.7,7.2,8.2,8.5,8.8,7.5,7.68,8.9,,10.41,8.3411596,9.9,7.7,8.4,8.6,8.2,8.9,8.9,8.9,8.3
00040715,8.0,8.3,7.7,8.6,8.8,7.4,8.2,8.7,7.5,9.0,8.3,8.5,8.6,8.6,8.6,10.0,6.2,6.5,6.6,5.3,9.3,6.8,10.3,7.6,0.0,8.3,8.8,8.5,7.7,7.92,8.55,,10.36,8.2910433,9.7,7.8,8.7,8.2,8.4,9.3,7.9,7.9,8.0
00044527,8.7,8.3,8.6,8.9,8.6,8.3,8.4,8.7,8.7,8.4,8.5,8.5,8.6,8.5,8.3,8.8,8.0,7.9,8.0,8.1,8.4,8.2,8.3,7.9,8.4,8.3,7.6,7.5,7.8,8.3,8.0,,8.4,8.4,8.0,8.1,8.0,7.9,8.0,7.7,7.9,8.4,8.3
00044529,8.9,8.6,9.4,9.4,8.9,8.7,8.9,8.9,8.4,8.6,8.7,8.7,8.8,8.8,8.8,9.4,8.5,9.6,8.1,8.4,9.1,8.3,8.7,8.3,8.4,8.2,8.0,8.6,7.8,8.4,8.4,,9.0,8.6,8.6,8.2,8.7,8.2,7.9,7.9,8.2,8.5,8.2
00044531,9.0,8.4,8.8,8.9,8.5,9.0,8.9,8.6,8.5,8.6,8.6,8.6,8.4,8.1,8.6,8.8,8.2,8.2,8.3,8.3,8.3,8.5,8.4,7.9,8.5,8.2,7.9,8.0,7.9,8.1,7.7,,8.3,8.3,8.3,8.0,7.9,8.1,8.0,7.7,7.9,8.3,8.2
00044533,8.9,8.1,0.0,8.9,8.5,8.3,7.9,8.4,8.3,8.6,8.2,8.3,8.3,8.7,8.4,8.8,8.2,8.4,8.2,8.2,8.4,8.2,8.2,7.9,8.1,7.9,7.8,7.8,7.7,8.2,7.5,,8.2,8.5,8.3,7.9,8.0,8.0,7.9,7.8,7.8,8.3,8.2
00044575,9.0,8.2,8.3,8.7,8.4,8.4,8.8,,8.5,8.6,8.4,8.5,8.6,8.8,8.4,8.7,8.2,8.0,8.1,8.1,8.6,8.0,8.3,8.0,8.1,8.1,8.0,7.6,7.6,8.2,7.6,,8.0,8.2,8.1,7.7,8.3,7.8,7.7,7.6,7.9,8.1,8.1
00044578,10.9,10.3,8.4,10.7,9.0,10.7,8.9,9.2,9.1,8.7,9.3,8.6,8.7,9.0,8.4,9.3,8.3,11.0,8.1,9.2,8.5,8.2,8.8,9.2,8.2,8.5,8.6,8.8,8.3,9.2,8.4,,9.1,9.6,9.2,8.3,9.4,8.3,8.0,7.7,9.4,8.7,8.2
00044594,8.8,8.0,8.2,21.2,8.2,8.8,8.8,,8.3,8.8,8.4,8.5,8.9,8.6,8.0,8.5,8.0,8.5,7.9,7.7,8.5,8.4,8.3,7.9,8.0,7.6,7.5,7.5,7.2,8.0,7.3,,7.8,8.0,7.8,7.5,7.6,8.0,7.7,7.7,8.1,7.8,8.0
00044605,9.0,8.2,8.5,8.9,8.7,9.1,8.9,,8.3,8.6,8.5,8.6,8.7,8.9,8.3,8.7,8.4,8.9,8.3,8.6,8.9,8.2,8.3,8.5,8.4,8.3,7.9,7.7,7.6,8.0,7.8,,8.3,8.1,8.0,7.6,8.3,7.9,7.7,8.0,7.9,8.0,8.0
00044677,8.5,7.9,8.2,8.2,7.9,8.0,8.2,8.4,8.1,7.9,7.8,8.0,7.9,7.9,8.0,8.2,7.4,7.5,7.6,8.1,7.7,7.9,8.1,7.7,8.1,7.6,7.6,7.2,7.7,7.9,8.2,,8.0,7.9,7.6,7.8,7.6,7.7,7.9,8.3,7.7,8.0,8.8
00044679,8.4,7.9,7.6,8.0,7.9,7.8,7.8,7.8,7.5,7.5,7.8,8.1,7.7,7.7,7.6,8.4,7.6,7.8,7.5,7.9,7.9,7.7,7.8,7.7,8.2,7.4,7.1,6.9,7.6,7.6,8.0,,7.9,7.3,7.9,7.5,7.6,7.7,7.3,8.0,7.8,7.7,7.7
00044680,8.0,7.3,7.8,7.9,7.9,7.5,7.9,7.8,7.6,7.5,7.5,7.8,7.9,7.9,7.8,7.8,7.5,7.2,7.5,7.8,7.3,7.9,7.7,7.4,8.2,7.4,7.2,7.2,7.4,7.6,8.1,,7.2,7.5,7.3,7.4,7.8,7.4,8.0,7.6,7.5,7.8,
00044690,8.3,8.0,8.2,8.3,7.9,8.1,8.2,8.2,8.2,8.0,7.9,8.2,8.1,8.1,8.0,8.3,7.8,7.8,7.6,8.1,8.2,7.9,8.1,7.6,8.2,7.8,7.2,7.3,7.8,8.0,8.2,,8.1,8.0,7.8,7.5,8.0,7.8,8.1,7.9,7.7,8.1,7.8
00044696,8.4,8.3,8.2,8.5,8.0,8.3,8.4,8.1,8.0,8.2,8.6,8.3,8.3,8.3,8.1,9.0,8.1,8.7,8.3,8.2,8.7,8.7,8.4,7.9,8.3,8.7,7.2,8.1,8.1,8.1,8.4,,8.2,8.1,8.0,8.1,8.8,7.7,8.3,7.5,8.2,8.3,
00044702,9.0,8.4,8.4,8.9,8.6,8.6,8.6,8.9,9.1,8.5,8.6,8.5,8.7,8.5,8.4,8.6,8.1,8.9,8.3,8.4,8.7,8.8,8.6,7.9,8.3,8.6,7.4,7.7,8.0,8.2,8.0,,8.2,7.9,7.9,7.8,8.0,8.1,8.2,8.1,8.3,8.8,
