zettaicode,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
00037181,6.8,8.8,7.1,8.5,6.5,8.0,6.7,6.2,4.2,6.6,6.6,6.5,6.0,4.1,6.2,6.4,6.8,6.6,6.5,7.2,6.5,6.6,6.7,6.9,6.3,7.6,6.4,6.4,6.6,7.0,6.3,,11.8,7.1,7.4,6.9,7.0,7.0,7.0,6.9,6.5,6.9,6.6
00037195,7.7,9.3,6.8,8.3,6.9,8.2,6.4,5.9,6.3,6.2,6.4,6.3,6.2,6.0,6.2,7.0,6.6,7.1,6.4,7.2,6.5,6.2,6.5,6.7,6.3,6.7,6.3,6.2,6.3,7.1,6.3,,10.2,6.7,6.6,6.9,6.6,6.6,6.7,7.5,6.3,6.7,6.6
00037213,6.7,9.4,7.1,6.8,6.5,6.6,6.5,6.1,3.9,6.8,6.4,6.2,6.3,5.7,6.1,6.9,6.7,6.4,6.3,7.0,6.5,6.0,6.5,6.6,6.2,6.4,6.1,6.4,6.4,6.1,6.4,,9.3,7.0,7.1,6.7,6.2,6.7,6.7,7.2,6.2,6.6,6.4
00037238,7.2,8.6,7.2,6.1,6.8,7.2,6.5,6.7,6.5,7.0,5.3,6.6,6.8,6.2,6.7,6.4,6.8,6.1,4.8,6.7,7.3,6.7,6.7,6.6,6.4,6.5,6.7,6.6,7.2,7.8,6.1,,9.0,6.9,7.0,6.9,6.8,7.3,6.9,7.2,6.2,6.6,5.8
00037250,7.4,8.9,6.4,6.3,7.5,7.0,7.0,6.8,6.4,7.3,6.2,6.5,6.9,6.5,6.5,6.6,6.7,6.3,4.7,6.6,7.5,6.3,6.6,6.3,6.8,6.3,6.4,6.6,7.2,8.0,6.6,,9.4,7.2,7.0,6.6,6.9,7.3,6.6,7.1,6.5,6.8,5.7
00037254,7.3,10.1,7.0,6.4,6.3,6.9,6.8,6.8,6.9,6.5,7.1,7.1,6.6,6.0,7.0,7.3,7.4,6.4,6.4,6.7,6.8,6.9,6.4,6.8,6.8,6.3,6.8,6.0,6.9,7.5,6.3,,9.5,6.2,7.0,7.5,6.8,5.3,7.2,6.4,4.8,7.1,5.2
00037263,7.6,9.0,7.0,6.3,7.3,7.4,6.9,5.7,6.9,7.6,6.5,6.8,6.6,6.5,6.7,7.8,6.3,6.2,5.6,6.8,7.0,6.6,6.6,6.3,7.0,6.3,6.8,6.5,7.0,7.5,6.4,,10.1,7.1,6.9,7.4,8.1,5.6,6.8,7.0,4.6,6.9,3.9
00037298,7.6,8.8,7.8,6.8,6.8,7.1,7.2,6.8,6.9,8.3,6.7,7.4,7.2,6.6,7.0,6.9,4.7,4.8,6.3,7.0,7.0,6.7,7.0,6.9,7.3,6.6,7.3,6.7,7.1,7.6,6.6,,10.6,6.9,7.2,7.2,7.3,6.9,7.2,6.8,6.5,7.5,6.9
00038274,7.5,7.3,7.8,6.9,7.4,6.9,7.6,6.8,6.9,7.8,7.2,7.3,7.2,8.1,6.9,7.3,7.4,6.8,6.7,7.0,6.8,6.7,7.1,6.5,6.9,6.5,7.1,6.7,7.1,7.0,6.8,,7.2,7.0,7.1,7.5,7.33,7.5,7.9,6.8,6.1,7.4,7.17
00038306,8.0,7.0,7.4,7.6,6.9,7.3,7.3,7.2,7.1,8.1,7.1,7.0,7.1,7.0,6.7,7.4,7.5,6.5,6.7,7.0,6.9,6.8,7.0,6.3,7.1,6.4,7.5,6.8,7.4,7.4,7.1,,7.2,6.8,7.2,7.9,7.47,8.1,8.6,6.4,6.4,7.4,7.09
00038308,7.2,7.3,5.0,7.3,6.6,7.1,7.3,7.0,6.9,7.6,7.1,7.2,6.9,6.2,6.8,7.3,7.3,6.8,6.8,7.2,7.1,6.5,6.9,6.6,7.5,7.2,7.7,7.1,7.2,7.2,6.8,,6.5,6.2,7.0,7.9,7.34,6.6,7.3,7.2,6.1,7.2,7.38
00038315,7.0,7.0,7.4,7.0,6.6,6.9,7.4,7.1,7.0,8.0,7.1,7.5,7.2,6.5,6.8,7.4,7.4,6.8,6.8,7.1,7.0,7.3,7.2,6.7,7.3,6.6,7.6,6.9,7.0,7.5,7.0,,6.9,8.2,8.1,7.6,7.46,6.7,9.2,8.2,7.1,7.7,7.13
00038328,7.3,6.9,7.6,7.6,7.1,7.2,7.3,7.0,6.9,8.0,6.8,7.1,7.3,6.8,6.8,7.4,7.2,7.2,6.9,7.0,7.0,7.0,7.1,6.3,7.3,7.0,7.6,7.0,7.4,7.2,6.9,,7.3,5.8,7.4,7.8,7.42,9.1,8.9,7.8,6.5,7.8,7.82
00038343,7.1,6.9,6.6,6.8,6.4,6.8,6.9,6.8,6.7,7.2,7.0,6.9,6.8,6.4,6.6,7.1,7.1,6.8,6.6,6.8,6.9,7.2,6.9,6.5,7.2,6.7,7.5,6.7,6.9,6.7,7.0,,6.8,6.6,7.4,7.4,7.34,7.0,8.9,7.5,6.9,6.8,6.96
00038359,,7.0,6.9,7.2,6.7,6.8,6.8,6.7,6.6,7.0,6.8,6.7,6.9,6.7,6.9,7.0,7.2,6.9,6.6,7.0,7.0,7.1,5.2,6.2,6.9,6.9,6.8,6.7,7.2,6.8,6.7,,6.8,7.3,7.1,7.1,7.43,7.1,7.6,7.3,6.9,7.1,6.91
00038372,,6.9,6.8,7.2,6.8,6.8,7.2,7.3,6.6,7.0,7.0,6.9,6.8,6.6,6.9,7.1,7.2,6.7,6.7,6.8,6.9,6.8,5.4,6.3,6.9,7.0,6.8,6.9,7.2,6.7,6.8,,7.0,6.9,7.2,7.0,6.95,7.1,8.1,7.5,6.8,7.0,6.93
00038441,6.9,7.1,6.8,7.0,6.5,6.9,6.9,7.2,6.5,6.9,7.0,6.9,6.9,6.7,6.9,6.9,7.2,6.6,6.6,6.7,7.0,6.3,7.0,6.6,6.9,7.1,6.6,6.8,7.0,6.6,6.7,,6.9,7.1,7.1,7.3,7.46,7.8,8.6,7.5,6.9,7.1,7.05
00038456,7.0,7.1,6.7,6.9,6.3,6.5,6.9,6.9,6.4,6.6,6.8,6.9,6.7,6.7,6.7,7.0,7.2,6.8,6.5,6.9,7.1,7.0,7.0,6.6,6.9,6.9,6.8,6.8,7.0,6.8,6.7,,7.0,7.4,7.2,7.3,7.48,7.1,8.8,7.4,6.6,7.0,7.41
00038457,7.0,7.3,7.0,7.2,6.9,7.2,7.2,6.8,6.9,6.9,7.1,6.7,7.1,6.5,6.7,7.3,7.4,6.7,6.5,6.9,7.3,7.1,7.0,7.2,6.9,6.5,6.6,7.0,7.2,6.5,6.9,,7.1,8.2,7.5,7.1,7.36,7.1,8.0,7.3,7.1,7.4,7.32
00038469,7.0,7.2,7.2,7.2,6.4,6.7,6.8,6.7,6.1,6.8,7.1,6.5,6.7,6.5,6.5,7.0,7.3,6.8,6.9,6.9,6.9,7.2,7.1,7.2,6.9,6.6,6.4,6.8,7.0,6.7,6.8,,7.0,7.6,7.0,7.1,7.11,6.9,7.2,7.5,6.8,7.4,7.27
00038495,7.0,7.1,6.6,6.8,6.4,6.9,6.9,6.7,6.7,6.7,7.0,7.0,6.7,6.5,6.7,6.5,7.0,6.7,6.9,6.8,6.9,7.0,6.4,6.5,6.8,7.0,6.8,6.6,7.0,6.7,6.8,,6.6,7.4,6.9,6.9,7.5,6.8,7.5,6.4,6.8,7.0,7.14
00038647,6.6,6.9,6.6,6.5,6.9,6.4,6.8,6.7,6.7,6.8,6.8,7.1,6.7,6.4,6.6,6.8,7.1,6.4,6.4,6.8,6.8,6.7,6.7,6.6,6.8,6.6,6.7,6.3,6.7,6.5,6.8,,6.7,7.0,6.8,6.9,6.26,6.8,6.2,7.1,6.1,6.7,6.97
00038665,6.7,7.1,6.8,6.7,6.4,6.4,6.9,6.7,6.7,6.8,6.8,7.0,6.9,6.7,6.7,6.8,6.8,6.6,6.3,7.1,7.0,6.6,7.0,6.5,6.7,6.7,6.9,6.6,6.8,6.7,6.8,,6.8,7.2,7.0,6.9,6.56,6.6,7.7,7.1,6.5,6.9,6.81
00038666,6.7,6.9,7.1,6.6,6.3,6.7,6.8,6.7,6.8,6.9,6.8,7.0,6.8,6.6,6.7,6.9,7.0,6.9,6.8,6.9,6.7,7.1,6.7,6.7,6.8,6.7,6.9,6.6,6.7,6.9,6.8,,6.8,7.1,7.0,6.9,6.91,6.6,7.3,7.3,6.6,7.2,6.85
00038667,6.5,7.0,6.3,6.9,6.4,5.2,6.6,6.6,6.3,6.9,6.9,7.1,6.6,6.2,6.7,7.0,7.2,7.1,7.1,6.3,6.8,6.5,6.5,6.4,6.8,6.3,6.9,6.2,6.5,6.7,6.4,,6.5,6.0,6.4,6.3,6.45,6.0,7.8,7.1,6.1,6.7,7.06
00038671,6.8,7.3,7.0,6.9,7.5,6.8,6.9,6.6,6.9,6.7,7.2,6.9,6.7,6.5,6.7,6.9,7.0,6.7,6.8,6.7,6.7,6.8,6.9,6.7,6.8,6.6,6.9,6.5,6.8,6.9,6.8,,6.8,6.9,6.8,6.7,6.58,6.5,7.4,7.6,6.6,7.0,6.62
00038674,7.2,7.1,7.1,6.6,6.5,6.7,7.1,6.7,6.8,6.8,7.0,7.1,6.9,6.9,6.6,7.2,7.3,6.8,6.9,7.0,6.8,6.7,6.8,6.7,6.9,6.7,6.8,6.7,6.8,6.8,6.8,,6.9,6.9,7.0,6.9,6.6,6.9,6.5,7.2,6.6,7.3,6.93
00040617,6.4,7.2,7.4,6.6,7.2,7.0,5.7,7.6,6.2,8.1,7.5,7.3,6.3,6.7,7.1,6.3,7.4,5.8,9.3,7.7,6.5,7.4,6.5,7.6,7.2,6.8,3.9,6.7,6.4,6.59,7.3,,5.66,7.78,7.4,7.3,7.9,7.8,8.8,7.2,8.5,7.4,7.4
00040620,6.9,7.1,7.7,6.8,6.3,6.1,6.9,7.1,7.2,8.0,7.3,6.9,6.4,6.6,7.6,6.8,7.0,6.9,8.3,7.2,6.8,7.7,6.4,7.2,7.3,7.4,4.2,6.3,6.5,6.05,7.17,,6.0,8.27,7.1,6.7,8.7,8.0,7.0,8.0,7.8,7.4,7.3
00040632,6.9,6.3,7.2,6.6,6.5,6.7,6.9,6.9,6.8,7.3,6.9,6.5,7.2,6.8,7.3,6.5,7.2,5.3,8.0,7.7,6.7,6.8,6.3,7.2,7.3,7.5,4.7,6.1,6.2,6.49,7.26,,6.24,8.42,6.6,6.6,8.7,7.8,8.6,7.1,8.2,7.5,7.4
00040636,6.8,7.2,7.7,7.1,6.7,6.9,6.8,7.9,7.8,7.9,7.6,7.5,7.2,6.7,8.4,7.5,8.1,6.1,8.4,7.8,6.8,7.4,6.4,5.8,7.0,7.0,5.0,6.3,7.0,6.58,8.18,,6.36,8.27,7.6,7.3,8.6,8.1,9.1,7.3,8.6,7.9,7.4
00040714,6.6,6.9,7.1,6.9,8.3,6.4,6.8,7.4,6.1,6.9,9.2,6.2,6.4,7.0,7.8,9.1,5.5,5.2,4.4,5.9,4.7,7.0,4.7,6.2,7.4,7.8,7.6,7.5,7.7,8.33,7.12,,8.57,7.1820637,6.8,6.5,8.0,7.4,8.0,7.2,7.7,8.0,7.2
00040715,6.7,7.1,6.9,6.9,8.4,6.6,6.5,7.4,6.3,7.0,9.6,5.7,6.9,7.1,7.8,9.3,5.6,5.3,4.7,4.3,4.6,7.8,4.3,6.1,7.8,7.0,7.1,7.3,7.6,8.32,7.62,,7.97,7.1468817,7.1,6.2,7.6,7.6,8.2,7.4,7.1,7.7,7.1
00044527,7.0,7.2,6.6,6.9,6.9,7.0,8.3,6.8,6.5,6.7,7.2,6.8,6.7,6.4,7.1,6.8,,6.6,6.9,6.5,6.3,6.5,6.6,7.3,6.2,6.8,6.6,6.5,5.9,6.8,6.8,,7.9,6.6,6.6,6.2,7.0,6.9,6.9,6.7,6.3,6.8,6.8
00044529,6.9,7.4,6.3,7.1,6.4,6.7,7.2,6.8,6.7,6.7,7.3,7.0,6.9,6.9,7.5,6.8,,6.6,6.8,6.7,6.7,6.4,7.1,7.0,6.3,6.8,6.5,6.5,6.6,6.6,6.7,,7.5,6.9,7.2,6.5,7.0,6.9,6.9,7.0,6.8,6.8,6.7
00044531,7.1,7.4,5.3,7.0,0.0,6.7,7.2,7.0,6.5,6.7,7.2,7.1,6.9,6.6,0.0,6.8,,6.8,7.0,6.7,6.8,7.0,7.0,6.8,6.0,6.6,6.6,6.5,6.2,6.7,6.6,,6.8,6.6,7.0,6.7,6.8,6.9,6.7,6.9,6.9,7.0,7.0
00044533,4.5,7.6,6.8,7.1,6.4,7.0,7.1,6.7,6.5,6.8,7.2,6.8,6.9,6.7,6.5,7.1,,6.7,6.8,6.6,8.8,6.7,6.6,6.7,6.3,6.6,6.9,6.6,6.3,7.3,6.6,,7.0,6.7,6.8,6.2,7.0,6.9,6.9,6.9,6.8,7.0,7.2
00044575,7.3,7.9,4.9,6.7,6.7,6.7,7.0,6.8,6.7,7.3,7.2,7.3,7.5,6.8,6.2,6.9,,6.8,6.6,6.8,7.4,7.2,6.9,6.8,6.3,7.1,6.8,6.8,6.1,6.7,6.9,,6.9,6.7,6.9,6.4,6.9,6.7,7.0,7.3,6.9,7.1,7.3
00044578,5.8,7.2,4.0,4.9,5.8,4.6,6.7,4.5,3.7,4.8,5.2,5.0,3.9,4.6,3.8,6.2,,4.9,5.8,5.0,5.5,3.3,5.3,5.5,3.8,3.7,5.5,5.3,4.1,3.8,6.4,,5.0,6.4,5.6,5.3,6.5,5.5,4.2,6.3,4.3,6.1,5.1
00044594,7.8,8.0,5.2,6.7,6.4,7.3,6.8,8.2,6.9,7.9,7.3,7.3,7.7,7.2,7.2,7.8,,6.6,6.6,7.1,7.9,7.4,7.1,7.4,7.2,7.0,6.9,6.6,6.5,7.0,7.1,,7.0,6.9,6.8,6.2,7.0,7.2,7.3,7.1,6.9,7.2,7.6
00044605,7.4,8.0,5.6,6.8,0.0,6.2,6.7,7.2,6.9,7.2,7.2,7.2,6.6,6.9,7.3,7.3,,6.9,6.8,6.9,6.5,7.7,7.3,7.2,7.2,7.1,6.8,6.9,6.5,7.4,6.9,,7.2,7.2,7.3,6.4,7.5,7.0,7.1,7.1,7.0,7.3,7.4
00044677,6.6,7.0,3.9,6.6,6.1,6.3,6.4,6.7,6.4,6.4,6.4,6.4,6.5,6.3,6.4,6.4,6.9,6.3,6.2,6.2,6.6,6.3,6.5,6.3,6.1,6.2,6.1,5.9,5.9,6.2,6.2,,6.8,6.5,6.5,6.2,6.2,6.1,6.7,6.6,6.3,6.8,6.5
00044679,6.5,6.9,4.2,6.7,6.1,6.2,6.5,6.7,6.6,6.5,6.7,6.5,6.6,6.8,6.5,6.6,6.9,6.2,6.5,6.4,6.5,6.4,6.4,6.4,6.1,6.4,6.4,6.0,6.1,6.3,6.3,,6.8,6.4,6.4,6.2,6.4,6.2,6.8,6.7,6.5,6.8,8.2
00044680,6.5,7.0,4.0,6.8,6.1,6.7,6.5,6.6,6.5,6.6,6.9,6.8,6.8,6.6,6.6,6.6,7.0,6.5,6.5,6.5,6.3,6.7,6.4,6.5,5.9,6.4,6.2,6.2,5.8,6.5,6.4,,7.1,6.6,6.6,6.3,6.4,6.8,6.7,6.7,6.6,6.7,
00044690,6.6,6.9,4.4,6.7,6.0,6.5,6.3,6.5,6.5,6.4,6.8,6.6,6.7,6.3,6.5,6.5,7.2,6.3,6.4,6.4,7.1,6.3,6.4,6.5,6.0,6.4,6.2,6.1,6.0,6.2,6.4,,6.9,6.5,6.5,6.1,6.4,6.2,6.7,6.6,6.6,6.6,6.6
00044696,6.8,7.0,3.1,6.7,6.1,6.7,6.4,6.7,6.7,6.5,7.3,6.6,6.8,6.6,6.4,6.7,7.2,6.3,6.5,6.4,6.5,6.4,6.1,6.5,6.1,6.3,6.4,5.9,6.0,6.5,6.3,,6.3,6.4,6.8,6.3,6.2,6.3,6.8,6.8,6.6,7.0,
00044702,7.5,7.1,4.2,6.9,6.3,7.2,6.9,7.1,7.0,6.8,7.4,7.1,8.4,6.9,7.1,6.7,7.5,6.2,7.1,6.8,7.6,7.0,6.3,6.3,6.1,6.9,6.8,6.7,6.3,6.8,6.5,,7.1,6.9,6.9,6.3,6.7,6.6,7.1,6.8,7.1,7.1,
