Station_ID,Decorrelation_Scale_km,Amplitude_A,Offset_B,dx_param,R_squared,r_crit,n_neighbors_100km
00000272,9.380069254513302,0.7689761592049921,0.23102384079500793,8.809613450665196,0.496693981012166,0.47851116040357516,28
00000275,12.025980351618955,0.8306822534263112,0.1693177465736888,11.791788341264647,0.4797641717525676,0.46289232537620106,30
00002725,13.688005187631383,0.918537807617382,0.08146219238261798,14.155890048050583,0.561977934516374,0.4420715390402385,33
00002737,21.445228025770966,0.7825070199739557,0.21749298002604434,19.194425974085533,0.4940207744900982,0.4420715390402385,33
00002744,12.50510469609954,0.7949313081435259,0.20506869185647414,11.242093289586474,0.5020690436817687,0.43572774476350534,34
00002750,18.818146615741817,0.7701112604472675,0.22988873955273248,16.19954668541408,0.592017045515718,0.42964789554745075,35
00002758,15.88731404655882,0.8676521841803353,0.1323478158196647,15.351323552719538,0.5484497978407046,0.42964789554745075,35
00002811,7.621698520469652,0.7843727821592525,0.21562721784074745,7.0936412310955514,0.5506591645884865,0.46289232537620106,30
00002823,10.3420442142374,0.8938408003016166,0.10615919969838339,10.560033369626813,0.6575175686474966,0.448698792647094,32
00002848,14.057930577325168,0.7294518607649993,0.27054813923500065,11.392141821306499,0.3270554580554619,0.42964789554745075,35
00003064,29.386322837704164,0.8228478468719287,0.1771521531280713,27.603492792132357,0.5358800425534498,0.4420715390402385,33
00003078,28.687969476039676,0.8282459106975936,0.17175408930240643,26.558811307002966,0.49465100787461846,0.42964789554745075,35
00003079,19.271606561292938,0.7872553257185118,0.21274467428148824,16.973616602489567,0.5152580883937901,0.42964789554745075,35
00003086,31.93616833349536,0.8334959552870835,0.16650404471291647,30.356309132993456,0.3649087307369052,0.4420715390402385,33
00003089,23.08143579408351,0.8508481235293418,0.1491518764706582,21.706553725906534,0.5152708129551133,0.42381429398696585,36
00003695,12.134458016078504,0.8373843692582276,0.16261563074177243,11.982180600907059,0.5170486402011261,0.46289232537620106,30
00003698,15.688504793006274,0.9080955463284073,0.09190445367159272,15.507254570665236,0.5284825296188771,0.4182108494265614,37
00028119,34.63807464783519,0.9300853560465306,0.06991464395346936,35.23758016682258,0.5772599104800157,0.42381429398696585,36
00028129,33.98339818941132,1.010276471086294,-0.010276471086293926,36.17087855301034,0.683183460622824,0.4076370380871346,39
00028132,42.607581157358496,0.9142289083754092,0.08577109162459085,42.02408481131164,0.7676562571612824,0.4128228965331498,38
00028143,30.31338483665537,0.8537841050995996,0.14621589490040043,27.424142610132755,0.7722123769167587,0.3978235535754876,41
00028150,38.34475664802322,0.908886591123994,0.09111340887600605,36.78981996878366,0.7065941608368347,0.3978235535754876,41
00028153,21.640794691766516,0.8606399879015908,0.1393600120984092,19.17462611195975,0.23015337318786633,0.3801443419563331,45
00028168,35.78919491513675,0.8816389854842693,0.11836101451573067,32.27116059436019,0.48612166294980375,0.37607975011258704,46
00028169,19.185452227677832,0.8280491085662868,0.17195089143371323,16.212807957465053,0.22869944309212775,0.37607975011258704,46
00033182,8.092053406195856,0.8947120685998208,0.10528793140017922,7.496846198277545,0.4913429761476136,0.38434318374055354,44
00033204,22.46134067574742,0.9891391675483837,0.010860832451616287,22.628614494486644,0.36045684504050657,0.3801443419563331,45
00033224,33.522346203441465,0.9835083788761033,0.016491621123896683,34.006721954501465,0.513385306795827,0.38868380281513093,43
00033237,18.303840196182293,0.8399388771960843,0.1600611228039157,16.167067328599614,0.48546281994611284,0.3931743282106058,42
00033241,25.681992504559922,0.9744683153585176,0.025531684641482366,26.01209148527986,0.39731520018752686,0.3931743282106058,42
00033248,15.369927922932103,0.9232589442361246,0.07674105576387535,14.853136994566047,0.5854676422681288,0.3931743282106058,42
00033276,14.15065325048625,0.8427526634513499,0.15724733654865009,12.447535412738628,0.29886676505501464,0.38868380281513093,43
00033277,13.880461409387822,0.8428370288837366,0.15716297111626343,12.302909697524258,0.35473921275712983,0.3931743282106058,42
00034285,0.3616598382095259,0.8141093185444371,0.18589068145556287,0.3044058120428823,0.47165431763657406,0.38434318374055354,44
00034310,9.410020100959162,0.9933843664736883,0.0066156335263116706,9.626556722401556,0.4359283688230884,0.38868380281513093,43
00034312,9.993184493104716,0.9588748418044871,0.04112515819551288,9.983257565239002,0.4739351094247979,0.3931743282106058,42
